GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG3001,AH0001,AH0002,AH0003,AH0004,AH0005,AH0006,AH0007,AH0008,AH0009,AH0010,AH0011,AH0012,AH0013,AH0014,AH0015,AH0016,AH0017,AH0018,AH0019,AH0020,AH0021,AH0022,AH0023,AH0024,AH0025,AH0026,AH0027,AH0028,AH0029,AH0030,AH0031,AH0032,AH0033,AH0034,AH0035,AH0036,AH0037,AH0038,AH0039,AH0040,AH0041,AH0042,AH0043,AH0044,AH0045,AH0046,AH0047,AH0048,AH0049,AH0050,AH0051,AH0052,AH0053,AH0054,AH0055,AH0056,AH0057,AH0058,AH0059,AH0060,AH0061,AH0062,AH0063,AH0064,AH0065,AH0066,AH0067,AH0068,AH0069,AH0070,AH0071,AH0072,AH0073,AH0074,AH0075,AH0076,AH0077,AH0078,AH0079,AH0080,AH0081,AH0082,AH0083,AH0084,AH0085,AH0086,AH0087,AH0088,AH0089,AH0090,AH0091,AH0092,AH0093,AH0094,AH0095,AH0096,AH0097,AH0098,AH0099,AH0100,AH0101,AH0102,AH0103,AH0104,AH0105,AH0106,AH0107,AH0108,AH0109,AH0110,AH0111,AH0112,AH0113,AH0114,AH0115,AH0116,AH0117,AH0118,AH0119,AH0120,AH0121,AH0122,AH0123,AH0124,AH0125,AH0126,AH0127,AH0128,AH0129,AH0130,AH0131,AH0132,AH0133,AH0134,AH0135,AH0136,AH0137,AH0138,AH0139,AH0140,AH0141,AH0142,AH0143,AH0144,AH0145,AH0146,AH0147,AH0148,AH0149,AH0150,AH0151,AH0152,AH0153,AH0154,AH0155,AH0156,AH0157,AH0158,AH0159,AH0160,AH0161,AH0162,AH0163,AH0164,AH0165,AH0166,AH0167,AH0168,AH0169,AH0170,AH0171,AH0172,AH0173,AH0174,AH0175,AH0176,AH0177,AH0178,AH0179,AH0180,AH2001,AH2002,AH2003,AH2004,AH2005,AH2006,AH2007,AH2008,AH2009,AH2010,AH2011,AH2012,AG9001,AG9002,AG9003,AG9004,AG9005,AG9006,AG9007,AG9008,AG9009,AG9010,AG9011,AG9012,AG9013,AG9014,AG9015,AG9016,AG9017,AG9018,AG9019,AG9020,AG9021,AHA001,AHB001,AHB002
"G2300250","1860","Maine","230","Somerset","0250","Somerset",36753,429,418,1896,1907,2270,2147,2278,2144,2218,1999,3063,2933,2151,2003,1854,1636,1285,1275,888,787,438,444,128,122,13,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1,3,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18911,17827,10,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36753
"G2300270","1860","Maine","230","Waldo","0270","Waldo",38447,432,396,1931,1801,2296,2120,2496,2261,2378,2270,3306,3350,2151,2111,1867,1703,1430,1330,898,831,410,405,120,110,5,12,0,3,0,0,1,0,0,2,1,0,1,3,1,0,1,2,1,3,2,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19720,18703,10,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38447
"G2300290","1860","Maine","230","Washington","0290","Washington",42534,637,672,2523,2457,2915,2792,2661,2581,2330,2552,3576,3632,2446,2372,1878,1642,1326,1085,798,696,363,262,84,63,11,3,2,1,0,0,1,2,13,8,13,11,23,10,10,11,11,13,7,11,12,5,3,5,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21550,20810,95,79,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42534
"G2300310","1860","Maine","230","York","0310","York",62107,642,642,2741,2636,3236,3240,3306,3162,3288,3817,5076,6255,3543,3891,2920,3026,2360,2558,1538,1831,786,969,196,330,21,40,3,1,0,0,1,0,2,3,4,2,2,1,1,2,3,8,4,5,1,0,3,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29656,32398,27,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,62107
"G2400010","1860","Maryland","240","Allegany","0010","Allegany",28348,478,467,1920,1855,1992,1987,1751,1713,1443,1501,2089,2174,1724,1496,1252,1034,700,630,382,307,128,125,27,32,4,3,0,0,0,1,5,6,30,20,39,34,19,33,26,23,33,37,26,37,19,25,21,16,3,7,2,5,1,0,0,0,0,0,0,0,4,7,36,30,62,46,49,48,38,47,47,82,25,46,15,36,7,15,4,10,2,5,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13890,13325,224,243,290,376,0,0,,,,,76,34,15,18,12,9,5,3,4,8,2,1,0,0,0,0,0,0,0,0,0,187,666,27682
"G2400030","1860","Maryland","240","Anne Arundel","0030","Anne Arundel",23900,146,146,646,625,759,727,757,657,955,641,1061,952,772,668,560,484,357,295,162,172,64,66,19,11,0,2,0,0,0,0,48,51,297,277,364,275,390,308,295,303,378,375,260,297,195,222,140,122,83,81,39,37,4,11,3,3,5,1,0,0,95,103,505,446,562,482,549,479,483,412,745,577,392,371,254,225,176,137,108,108,44,35,19,17,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258,5446,2501,2363,3937,3395,0,0,,,,,139,94,61,63,55,43,27,22,32,111,63,55,21,5,4,3,3,0,0,0,0,801,7332,16568
"G2400050","1860","Maryland","240","Baltimore","0050","Baltimore",54135,685,663,2764,2651,3015,2931,3046,2603,2426,2451,3842,4033,3303,3019,2297,2051,1437,1267,789,672,289,304,70,98,7,5,0,4,0,0,50,65,215,227,242,238,305,244,236,204,295,326,282,308,248,198,129,150,94,73,40,27,11,10,5,6,1,2,0,0,35,43,195,190,228,171,243,198,234,226,337,307,134,187,78,109,58,65,49,42,19,16,7,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23970,22752,2153,2078,1617,1565,0,0,,,,,255,129,91,55,53,35,23,17,18,54,13,7,4,0,2,0,0,0,0,0,0,756,3182,50953
"G2400090","1860","Maryland","240","Calvert","0090","Calvert",10447,64,78,224,232,256,245,271,224,233,232,362,364,243,213,204,173,112,103,56,59,16,21,3,8,0,1,0,0,0,0,29,28,132,113,124,130,114,116,100,102,143,147,88,107,75,74,59,47,26,41,16,16,2,5,0,7,0,0,0,0,69,73,313,343,321,355,385,301,297,300,445,382,186,208,142,147,90,98,51,41,20,20,6,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,1953,908,933,2329,2280,0,0,,,,,142,46,39,35,33,21,19,27,13,54,33,37,16,5,6,1,1,0,0,0,0,528,4609,5838
"G2400110","1860","Maryland","240","Caroline","0110","Caroline",11129,96,109,471,403,511,493,520,445,453,475,654,662,477,469,380,323,206,181,105,83,33,41,6,5,2,0,0,1,0,0,24,29,193,167,223,210,162,199,159,166,201,204,147,151,125,124,61,66,45,50,27,22,9,11,5,6,0,0,0,0,8,15,43,52,62,61,73,50,65,50,81,69,26,29,13,13,2,13,1,5,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3914,3690,1381,1405,377,362,0,0,,,,,63,25,27,12,13,16,9,9,4,10,1,1,0,0,0,0,0,0,0,0,0,190,739,10390
"G2400130","1860","Maryland","240","Carroll","0130","Carroll",24533,306,264,1302,1289,1556,1505,1368,1344,1190,1194,1851,1923,1417,1361,1028,950,637,656,452,438,198,186,44,55,4,7,0,0,0,0,19,11,51,67,73,83,74,86,81,79,72,100,83,75,54,55,45,36,22,26,9,10,6,4,0,3,0,1,0,0,17,15,47,35,54,52,64,59,48,43,83,81,32,45,27,20,18,14,8,13,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11353,11172,589,636,405,378,0,0,,,,,75,35,21,18,17,10,8,9,6,7,1,0,1,0,0,0,0,0,0,0,0,208,783,23750
"G2400150","1860","Maryland","240","Cecil","0150","Cecil",23862,261,280,1140,1178,1281,1247,1283,1182,1170,1013,1730,1716,1279,1193,968,834,644,614,330,324,114,133,32,39,3,6,0,0,0,0,44,54,156,152,171,182,205,173,170,156,244,221,184,183,142,126,95,79,53,54,21,28,9,9,3,3,1,0,0,0,18,15,65,61,65,69,87,69,56,63,92,93,35,53,24,35,13,15,8,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10235,9759,1498,1420,467,483,0,0,,,,,58,27,21,20,10,7,6,4,3,12,0,2,2,0,0,0,0,0,0,0,0,172,950,22912
"G2400170","1860","Maryland","240","Charles","0170","Charles",16517,84,71,328,323,356,360,366,337,319,344,523,527,368,325,290,250,164,161,85,110,39,43,7,15,0,1,0,0,0,0,11,24,69,67,80,82,73,69,78,69,81,82,44,54,34,36,22,32,19,20,3,9,3,5,1,1,0,0,0,0,137,137,683,721,728,742,692,633,601,537,878,775,478,465,321,311,217,174,151,126,43,53,18,15,1,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929,2867,518,550,4950,4703,0,0,,,,,77,58,49,59,48,60,54,35,29,127,85,76,29,15,10,5,1,0,0,0,0,817,9653,6864
"G2400190","1860","Maryland","240","Dorchester","0190","Dorchester",20461,174,141,671,659,750,788,795,716,664,674,993,970,690,652,584,537,353,329,165,154,75,78,18,21,1,1,0,1,0,0,68,65,268,259,318,299,353,291,280,267,354,377,207,238,186,196,158,164,113,98,46,33,14,11,7,11,1,2,0,0,74,58,290,295,318,288,286,232,258,233,364,387,215,212,140,141,91,85,47,48,15,30,3,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5933,5721,2373,2311,2105,2018,0,0,,,,,193,138,79,54,43,42,34,25,28,69,20,23,4,1,1,0,0,0,0,0,0,754,4123,16338
"G2400210","1860","Maryland","240","Frederick","0210","Frederick",46591,511,477,2131,2096,2459,2463,2349,2344,2180,2375,3251,3503,2146,2232,1705,1682,1116,1180,729,725,287,285,57,90,7,9,0,0,1,1,53,54,280,256,341,303,377,291,273,293,391,395,260,293,253,208,137,169,118,100,25,44,17,15,2,6,0,3,0,0,34,32,192,203,253,211,249,255,227,212,328,287,148,196,84,95,58,58,31,42,14,13,6,7,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18929,19462,2527,2430,1628,1615,0,0,,,,,257,144,93,62,58,39,25,20,18,60,10,5,2,1,0,0,0,0,0,0,0,794,3243,43348
"G2400250","1860","Maryland","240","Harford","0250","Harford",23415,223,242,1044,1154,1126,1110,1099,1073,953,901,1417,1455,1188,1089,918,845,598,446,360,361,141,148,36,36,2,6,0,0,0,0,35,45,224,237,293,229,241,260,210,184,263,268,198,233,165,150,98,99,64,79,24,21,5,13,1,3,1,1,0,0,25,31,108,122,108,127,158,102,134,125,186,193,75,101,32,55,20,31,21,22,6,12,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9105,8866,1822,1822,876,924,0,0,,,,,203,109,93,75,51,26,25,22,7,29,10,4,1,2,0,0,0,0,0,0,0,657,1800,21615
"G2400270","1860","Maryland","240","Howard","0270","Howard",13338,117,121,489,529,594,521,557,558,637,567,717,798,533,510,416,417,268,255,157,156,55,72,10,23,0,3,0,1,0,0,18,23,88,95,92,106,87,98,82,83,90,108,79,76,48,62,36,37,26,26,10,15,5,2,2,1,0,0,0,0,34,45,210,184,204,209,191,205,200,170,263,233,150,149,76,84,74,54,48,38,17,13,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4550,4531,663,732,1470,1392,0,0,,,,,165,56,34,24,28,14,22,22,25,54,14,11,2,0,3,1,1,0,0,0,0,476,2862,10476
"G2400290","1860","Maryland","240","Kent","0290","Kent",13267,110,124,466,415,468,464,488,404,455,354,728,625,467,400,376,336,210,188,101,91,39,27,6,5,0,0,0,0,0,0,54,44,251,210,237,220,215,167,213,130,285,251,198,203,166,156,130,99,67,52,15,25,8,13,0,0,0,2,0,0,47,41,200,158,166,201,198,181,191,174,241,211,108,121,60,71,41,33,22,26,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3914,3433,1839,1572,1285,1224,0,0,,,,,208,119,57,46,31,31,28,13,21,27,18,10,2,0,0,0,0,0,0,0,0,611,2509,10758
"G2400310","1860","Maryland","240","Montgomery","0310","Montgomery",18322,136,142,683,621,789,700,707,687,569,581,956,941,707,646,567,527,368,348,193,223,94,94,32,32,3,3,0,0,0,0,25,28,96,89,112,123,102,94,96,75,111,107,73,75,61,64,52,59,44,26,11,9,7,9,0,4,0,0,0,0,81,82,371,349,425,414,400,376,330,312,481,406,237,248,193,198,127,89,99,89,40,35,9,16,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5804,5545,790,762,2798,2623,0,0,,,,,173,107,55,44,52,44,44,32,35,88,47,32,9,3,4,0,1,0,0,0,0,770,5421,12901
"G2400330","1860","Maryland","240","Prince Georges","0330","Prince Georges",23327,133,135,517,496,595,625,584,549,569,615,829,835,590,576,447,422,320,279,180,157,68,81,17,24,4,3,0,0,0,0,25,20,89,84,95,89,79,70,63,64,100,99,56,53,41,50,19,30,19,21,12,7,1,5,2,5,0,0,0,0,163,172,909,857,961,898,890,781,811,700,1028,915,660,661,446,441,306,230,216,192,85,71,31,33,5,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4853,4797,601,597,6513,5966,0,0,,,,,145,70,54,46,32,32,31,28,30,97,73,90,42,30,27,13,7,0,0,0,0,847,12479,10848
"G2400350","1860","Maryland","240","Queen Anne's","0350","Queen Anne's",15961,128,124,502,501,558,508,552,485,533,460,766,706,527,509,458,374,259,197,100,92,29,32,8,6,0,0,0,1,0,0,37,42,242,248,236,204,207,217,174,141,197,269,170,232,179,168,114,94,54,69,29,21,10,12,1,4,0,1,0,0,70,50,277,276,308,275,348,292,291,284,446,348,197,191,128,134,64,67,44,49,12,13,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4420,3995,1650,1722,2189,1985,0,0,,,,,104,73,64,41,54,37,23,27,12,72,24,25,12,1,3,0,1,0,0,0,0,573,4174,11787
"G2400370","1860","Maryland","240","St Mary's","0370","St Mary's",15213,117,109,423,417,424,411,408,397,403,376,657,624,413,361,302,283,203,199,86,104,33,33,3,8,0,3,0,1,0,0,22,30,126,124,116,121,127,101,125,113,160,174,116,105,59,67,39,42,29,33,10,16,2,6,0,2,1,0,0,0,108,117,444,472,489,472,457,437,368,353,593,511,317,341,238,222,174,154,85,101,20,34,14,13,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472,3326,932,934,3315,3234,0,0,,,,,149,70,64,61,50,42,35,30,24,109,50,40,18,11,7,1,0,0,0,0,0,761,6549,8664
"G2400390","1860","Maryland","240","Somerset","0390","Somerset",24992,178,174,931,892,1051,1027,1039,963,861,869,1297,1331,1056,932,671,580,407,408,208,249,81,78,15,21,5,6,1,1,0,0,36,55,293,272,357,358,376,298,244,258,347,326,240,259,164,190,129,109,69,75,34,41,13,12,2,8,2,4,0,0,44,53,349,366,354,327,373,351,331,267,480,406,299,247,195,161,134,110,76,64,35,31,12,11,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7801,7531,2306,2265,2688,2401,0,0,,,,,121,99,77,86,49,62,33,45,23,75,37,28,7,4,1,0,0,0,0,0,0,747,5089,19903
"G2400410","1860","Maryland","240","Talbot","0410","Talbot",14795,108,111,483,457,519,514,483,493,435,452,654,681,516,460,449,409,272,265,99,136,43,52,4,10,0,1,0,0,0,0,51,41,174,182,201,169,172,172,174,134,222,199,185,183,136,171,96,97,47,57,38,33,6,16,2,3,1,2,0,0,35,48,237,259,276,257,261,272,265,246,368,321,195,159,107,144,76,71,44,38,19,16,2,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,4041,1505,1459,1887,1838,0,0,,,,,119,77,43,48,29,30,22,15,18,49,22,23,3,2,5,0,0,0,1,0,0,506,3725,11070
"G2400430","1860","Maryland","240","Washington","0430","Washington",31417,300,293,1714,1659,1929,1919,1764,1791,1552,1679,2368,2520,1589,1622,1181,1262,865,843,501,491,169,188,45,54,4,3,0,0,0,0,11,24,102,101,110,80,107,103,74,109,131,133,87,102,76,95,50,58,32,42,19,13,3,8,0,4,1,2,0,0,15,13,95,76,98,97,101,119,98,101,116,150,52,72,51,52,25,38,24,15,6,12,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13981,14324,803,874,684,751,0,0,,,,,143,67,47,31,29,20,13,12,14,16,4,2,0,0,0,0,0,0,0,0,0,398,1435,29982
"G2400470","1860","Maryland","240","Worcester","0470","Worcester",20661,164,135,796,729,959,883,939,862,777,796,1083,1067,867,831,591,603,336,371,207,221,57,105,24,28,4,4,2,1,0,0,54,45,210,196,259,253,283,253,219,177,279,255,182,208,140,157,81,93,61,70,41,31,5,11,2,2,1,3,0,0,45,57,228,257,239,263,261,224,249,235,292,305,217,195,147,125,87,80,42,45,11,26,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6806,6636,1817,1754,1826,1822,0,0,,,,,388,157,87,77,46,33,28,27,12,42,17,14,4,1,1,0,0,0,0,0,0,934,3648,17013
"G2405100","1860","Maryland","240","Baltimore City","5100","Baltimore City",212418,2962,2871,10766,10784,11345,11499,9317,10019,8064,10306,15879,18837,13884,13795,8933,8782,4619,4999,1969,2644,706,1054,158,284,11,31,0,2,0,0,307,356,1108,1127,1197,1417,1209,1562,882,1759,1896,3411,1625,2327,1213,1595,537,1021,249,483,82,182,32,62,7,16,2,15,0,1,10,16,49,67,82,146,122,234,109,269,173,333,59,188,32,120,24,78,17,74,0,12,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88613,95907,10346,15334,677,1541,0,0,,,,,866,218,108,48,22,13,9,2,4,3,1,1,0,0,1,0,0,0,0,0,0,1296,2218,210200
"G2500010","1860","Massachusetts","250","Barnstable","0010","Barnstable",35990,427,325,1618,1530,1996,1911,1964,1905,1900,1911,2896,3179,2240,2345,1821,1859,1395,1436,910,987,443,574,131,160,4,22,0,1,0,0,0,2,5,1,4,3,6,7,6,6,14,9,2,1,8,2,2,2,6,6,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17745,18145,55,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,35990
