GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABX001,ABX002,ABX003,ABX004,ABX005,ABX006,ABX007,ABX008,ABX009,ABX010,ABX011,ABX012,ABX013,ABX014,ABX015,ABX016,ABX017,ABX018,ABX019,ABX020,ABX021,ABX022,ABX023,ABX024,ABO001,ABO002,ABO003,ABO004,ABO005,ABO006,ABQ001,ABQ002
"G3600530","1830","New York","360","Madison","0530","Madison",0,0,0,0,0,0,0,0,0,0,0,0,48,33,21,14,6,0,40,31,17,12,5,0,19897,18914,0,0,122,105,0,227
"G3600550","1830","New York","360","Monroe","0550","Monroe",0,0,0,0,0,0,0,0,0,0,0,0,67,60,69,26,9,0,72,70,53,30,9,0,25866,23524,0,0,231,234,0,465
"G3600570","1830","New York","360","Montgomery","0570","Montgomery",0,0,0,0,0,0,11,3,10,1,1,0,94,122,69,39,18,3,90,120,62,49,19,0,21650,21354,0,26,345,340,26,685
"G3600610","1830","New York","360","New York","0610","New York",0,0,0,0,0,0,10,0,5,2,0,0,1358,1329,1757,1255,277,4,1416,2131,2490,1487,446,9,89034,94102,0,17,5980,7979,17,13959
"G3600630","1830","New York","360","Niagara","0630","Niagara",0,0,0,0,0,0,0,0,0,0,0,0,9,20,22,8,4,0,9,11,14,5,0,0,9701,8679,0,0,63,39,0,102
"G3600650","1830","New York","360","Oneida","0650","Oneida",3,6,0,0,0,0,1,5,0,0,0,0,65,53,50,40,14,0,68,68,57,30,8,0,35960,34898,9,6,222,231,15,453
"G3600670","1830","New York","360","Onondaga","0670","Onondaga",0,0,0,0,0,0,0,0,0,0,0,0,57,77,45,30,20,0,84,84,56,24,15,0,30294,28187,0,0,229,263,0,492
"G3600690","1830","New York","360","Ontario","0690","Ontario",0,0,0,0,0,0,0,0,0,0,0,0,54,58,43,19,17,0,76,84,56,35,13,0,20486,19347,0,0,191,264,0,455
"G3600710","1830","New York","360","Orange","0710","Orange",0,0,0,0,0,0,0,0,0,0,0,0,328,336,223,157,67,0,302,349,204,171,83,3,21951,21192,0,0,1111,1112,0,2223
"G3600730","1830","New York","360","Orleans","0730","Orleans",0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,4,8,3,1,1,0,9247,8458,0,0,10,17,0,27
"G3600750","1830","New York","360","Oswego","0750","Oswego",0,0,0,0,0,0,0,0,0,0,0,0,27,12,19,12,4,0,18,29,11,9,3,0,14026,12949,0,0,74,70,0,144
"G3600770","1830","New York","360","Otsego","0770","Otsego",0,0,0,0,0,0,0,0,0,0,0,0,33,53,27,18,6,0,31,46,25,14,11,0,25536,25572,0,0,137,127,0,264
"G3600790","1830","New York","360","Putnam","0790","Putnam",0,0,0,0,0,0,1,2,0,0,1,0,25,27,11,9,11,0,29,20,9,13,5,1,6274,6190,0,4,83,77,4,160
"G3600810","1830","New York","360","Queens","0810","Queens",0,0,0,0,0,0,0,0,0,0,0,0,453,521,312,236,100,1,399,444,294,236,109,3,9832,9520,0,0,1623,1485,0,3108
"G3600830","1830","New York","360","Rensselaer","0830","Rensselaer",0,0,0,0,0,0,0,0,0,0,0,0,121,110,124,79,26,1,144,164,137,82,46,2,24296,24092,0,0,461,575,0,1036
"G3600850","1830","New York","360","Richmond","0850","Richmond",0,0,0,0,0,0,0,0,0,0,0,0,77,105,56,36,23,2,68,72,58,28,20,7,3299,3231,0,0,299,253,0,552
"G3600870","1830","New York","360","Rockland","0870","Rockland",0,0,0,0,0,0,0,0,0,0,0,0,66,78,45,26,24,0,39,88,31,29,25,0,4572,4365,0,0,239,212,0,451
"G3600890","1830","New York","360","St Lawrence","0890","St Lawrence",0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,5,2,0,11,7,5,2,4,0,18842,17452,0,0,31,29,0,60
"G3600910","1830","New York","360","Saratoga","0910","Saratoga",0,0,0,0,0,0,0,0,0,0,0,0,78,85,55,34,23,0,70,109,58,54,23,3,19144,18943,0,0,275,317,0,592
"G3600930","1830","New York","360","Schenectady","0930","Schenectady",0,0,0,0,0,0,0,0,0,0,0,0,44,40,26,21,11,1,45,41,29,30,16,0,6113,5930,0,0,143,161,0,304
"G3600950","1830","New York","360","Schoharie","0950","Schoharie",0,0,0,0,0,0,0,0,0,0,0,0,54,124,56,48,19,0,63,96,55,32,18,2,13734,13601,0,0,301,266,0,567
"G3600990","1830","New York","360","Seneca","0990","Seneca",0,0,0,0,0,0,0,0,0,0,0,0,35,40,10,11,1,0,19,35,9,13,4,0,10667,10197,0,0,97,80,0,177
"G3601010","1830","New York","360","Steuben","1010","Steuben",0,0,0,0,0,0,0,0,0,0,0,0,35,36,15,13,8,1,26,35,13,17,8,1,17393,16250,0,0,108,100,0,208
"G3601030","1830","New York","360","Suffolk","1030","Suffolk",0,0,0,0,0,0,0,0,0,0,0,0,349,361,165,110,65,0,251,315,165,141,90,1,12366,12401,0,0,1050,963,0,2013
"G3601050","1830","New York","360","Sullivan","1050","Sullivan",0,0,0,0,0,0,0,0,0,0,0,0,11,34,4,5,5,0,13,21,14,6,6,0,6464,5781,0,0,59,60,0,119
"G3601070","1830","New York","360","Tioga","1070","Tioga",0,0,0,0,0,0,0,0,0,0,0,0,21,28,11,12,9,0,26,24,24,5,3,0,14306,13221,0,0,81,82,0,163
"G3601090","1830","New York","360","Tompkins","1090","Tompkins",0,0,0,0,0,0,0,0,0,0,0,0,50,30,19,16,5,0,34,43,18,17,2,0,18379,17932,0,0,120,114,0,234
"G3601110","1830","New York","360","Ulster","1110","Ulster",0,0,0,0,0,0,0,0,0,0,0,0,246,275,140,121,69,0,262,277,159,126,95,0,17714,16941,0,0,851,919,0,1770
"G3601130","1830","New York","360","Warren","1130","Warren",0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,2,7,3,1,1,0,5997,5777,0,0,8,14,0,22
"G3601150","1830","New York","360","Washington","1150","Washington",0,0,0,0,0,0,0,2,2,0,4,0,36,69,37,25,17,2,46,64,39,25,25,0,21395,20847,0,8,186,199,8,385
"G3601170","1830","New York","360","Wayne","1170","Wayne",0,0,0,0,0,0,0,0,0,0,0,0,35,24,20,9,6,0,26,37,18,10,3,0,17187,16268,0,0,94,94,0,188
"G3601190","1830","New York","360","Westchester","1190","Westchester",0,0,0,0,0,0,0,0,0,0,0,0,292,377,283,185,61,1,266,253,178,150,69,0,17735,16606,0,0,1199,916,0,2115
"G3601230","1830","New York","360","Yates","1230","Yates",0,0,0,0,0,0,0,0,0,0,0,0,17,11,19,6,1,0,14,19,12,5,2,0,9623,9280,0,0,54,52,0,106
"G3700070","1830","North Carolina","370","Anson","0070","Anson",941,720,386,248,70,10,842,825,441,234,61,0,15,23,16,9,12,0,28,25,11,10,10,1,4676,4481,2375,2403,75,85,4778,160
"G3700090","1830","North Carolina","370","Ashe","0090","Ashe",118,86,33,14,3,0,84,98,41,13,2,0,14,26,9,3,2,0,21,18,4,5,0,0,3266,3127,254,238,54,48,492,102
"G3700130","1830","North Carolina","370","Beaufort","0130","Beaufort",706,712,404,295,122,0,625,557,379,260,105,0,66,86,41,27,17,0,90,67,45,31,17,0,3230,3087,2239,1926,237,250,4165,487
"G3700150","1830","North Carolina","370","Bertie","0150","Bertie",1176,1014,604,460,217,3,1203,980,546,400,191,3,27,36,19,13,7,0,28,30,23,17,7,0,2590,2668,3474,3323,102,105,6797,207
"G3700170","1830","North Carolina","370","Bladen","0170","Bladen",591,472,278,181,81,1,565,449,238,185,81,0,39,29,6,13,4,1,32,32,13,12,7,0,2205,2296,1604,1518,92,96,3122,188
"G3700190","1830","North Carolina","370","Brunswick","0190","Brunswick",488,524,283,248,87,0,496,429,297,184,71,0,79,57,37,17,16,1,71,61,37,22,10,0,1492,1509,1630,1477,207,201,3107,408
"G3700210","1830","North Carolina","370","Buncombe","0210","Buncombe",314,286,141,61,24,4,280,300,148,93,14,1,21,5,9,5,3,0,21,13,10,3,2,0,7401,7122,830,836,43,49,1666,92
"G3700230","1830","North Carolina","370","Burke","0230","Burke",642,698,360,195,53,0,627,572,258,160,60,1,45,21,14,11,6,0,34,39,14,11,7,0,7155,6905,1948,1678,97,105,3626,202
"G3700250","1830","North Carolina","370","Cabarrus","0250","Cabarrus",419,396,181,124,32,0,426,357,182,103,37,1,6,9,4,1,1,0,10,5,3,5,0,0,3348,3160,1152,1106,21,23,2258,44
"G3700290","1830","North Carolina","370","Camden","0290","Camden",324,343,214,155,95,1,311,267,155,106,52,2,33,29,5,10,10,3,35,33,25,9,7,1,2246,2262,1132,893,90,110,2025,200
"G3700310","1830","North Carolina","370","Carteret","0310","Carteret",279,255,133,78,34,0,282,260,130,95,47,0,20,20,10,10,4,0,21,24,12,13,5,0,2406,2459,779,814,64,75,1593,139
"G3700330","1830","North Carolina","370","Caswell","0330","Caswell",1245,1046,482,335,124,0,1289,983,480,315,134,1,66,63,19,12,12,0,57,68,27,17,11,0,4114,4285,3232,3202,172,180,6434,352
"G3700370","1830","North Carolina","370","Chatham","0370","Chatham",992,742,387,273,112,11,981,780,404,263,109,2,61,37,25,13,17,0,45,26,24,12,16,0,4990,5083,2517,2539,153,123,5056,276
"G3700410","1830","North Carolina","370","Chowan","0410","Chowan",633,559,339,283,116,1,634,517,339,238,109,0,27,26,12,10,7,1,18,26,13,16,10,2,1288,1473,1931,1837,83,85,3768,168
"G3700470","1830","North Carolina","370","Columbus","0470","Columbus",252,123,75,41,20,0,237,158,110,43,20,0,12,17,1,3,4,0,7,7,4,2,5,0,1504,1496,511,568,37,25,1079,62
"G3700490","1830","North Carolina","370","Craven","0490","Craven",969,919,557,424,186,5,1022,919,569,380,168,11,146,134,63,49,72,1,124,157,99,80,77,1,3257,3345,3060,3069,465,538,6129,1003
"G3700510","1830","North Carolina","370","Cumberland","0510","Cumberland",860,770,401,315,151,4,929,779,418,288,140,2,98,104,46,41,22,1,106,118,65,50,35,0,4510,4581,2501,2556,312,374,5057,686
"G3700530","1830","North Carolina","370","Currituck","0530","Currituck",422,364,180,111,47,2,404,332,172,118,35,1,20,11,4,7,7,0,24,33,8,12,6,0,2596,2739,1126,1062,49,83,2188,132
"G3700570","1830","North Carolina","370","Davidson","0570","Davidson",384,318,169,84,38,3,346,296,145,94,37,4,26,26,11,11,7,0,15,30,11,11,2,0,5659,5662,996,922,81,69,1918,150
"G3700610","1830","North Carolina","370","Duplin","0610","Duplin",878,716,381,232,89,1,877,604,359,229,67,1,30,29,12,4,5,0,31,34,14,10,0,0,3378,3310,2297,2137,80,89,4434,169
"G3700650","1830","North Carolina","370","Edgecombe","0650","Edgecombe",1310,1080,628,439,180,1,1181,1113,573,403,166,1,32,46,11,14,8,0,37,42,17,14,7,0,3781,3851,3638,3437,111,117,7075,228
"G3700690","1830","North Carolina","370","Franklin","0690","Franklin",976,682,400,281,145,0,944,730,381,290,128,3,69,64,26,20,12,0,57,60,24,22,14,0,2623,2714,2484,2476,191,177,4960,368
"G3700730","1830","North Carolina","370","Gates","0730","Gates",696,540,266,249,127,2,669,528,273,195,100,3,65,44,29,22,7,0,64,55,22,10,9,0,1963,1928,1880,1768,167,160,3648,327
"G3700770","1830","North Carolina","370","Granville","0770","Granville",1781,1323,683,501,228,0,1789,1383,722,515,238,3,139,102,58,44,24,0,146,125,65,30,26,0,4631,4799,4516,4650,367,392,9166,759
"G3700790","1830","North Carolina","370","Greene","0790","Greene",570,470,213,173,58,4,523,435,201,173,52,0,39,16,9,6,0,0,14,12,8,3,1,0,1688,1745,1488,1384,70,38,2872,108
"G3700810","1830","North Carolina","370","Guilford","0810","Guilford",479,466,213,121,27,0,475,437,206,136,32,2,58,58,26,23,18,0,79,63,24,18,14,1,7886,7875,1306,1288,183,199,2594,382
"G3700830","1830","North Carolina","370","Halifax","0830","Halifax",1707,1336,865,670,316,3,1770,1383,827,568,340,5,363,300,185,103,54,1,353,327,198,122,71,2,2951,2919,4897,4893,1006,1073,9790,2079
"G3700870","1830","North Carolina","370","Haywood","0870","Haywood",56,50,16,15,5,0,53,57,19,14,6,0,11,13,2,2,3,0,9,14,3,3,3,0,2156,2068,142,149,31,32,291,63
"G3700910","1830","North Carolina","370","Hertford","0910","Hertford",674,548,307,262,133,1,685,472,292,227,105,4,160,169,60,54,22,2,151,165,75,69,24,2,1906,1968,1925,1785,467,486,3710,953
"G3700950","1830","North Carolina","370","Hyde","0950","Hyde",359,279,192,140,66,2,311,267,164,107,53,3,27,29,21,7,3,0,21,28,12,9,3,0,2018,2063,1038,905,87,73,1943,160
"G3700970","1830","North Carolina","370","Iredell","0970","Iredell",782,622,279,135,30,9,704,640,315,139,24,3,3,6,1,2,1,0,6,6,1,2,2,0,5611,5595,1857,1825,13,17,3682,30
"G3701010","1830","North Carolina","370","Johnston","1010","Johnston",700,563,299,227,81,3,681,546,283,182,71,3,21,23,10,4,2,0,20,26,8,7,4,0,3567,3607,1873,1766,60,65,3639,125
"G3701030","1830","North Carolina","370","Jones","1030","Jones",522,442,275,171,84,1,577,464,295,144,98,2,22,28,13,11,9,1,27,34,12,16,11,2,1170,1177,1495,1580,84,102,3075,186
"G3701070","1830","North Carolina","370","Lenoir","1070","Lenoir",748,636,301,217,73,2,752,596,310,209,75,0,34,6,10,9,6,0,26,19,8,4,4,0,1849,1829,1977,1942,65,61,3919,126
"G3701090","1830","North Carolina","370","Lincoln","1090","Lincoln",898,860,369,225,77,0,925,815,408,233,72,0,14,9,2,4,3,0,11,14,5,4,1,0,8995,8511,2429,2453,32,35,4882,67
"G3701130","1830","North Carolina","370","Macon","1130","Macon",105,72,35,17,0,0,90,82,35,19,3,0,3,5,5,2,1,0,11,8,1,1,1,0,2492,2345,229,229,16,22,458,38
"G3701170","1830","North Carolina","370","Martin","1170","Martin",611,485,269,211,105,0,631,453,277,146,88,3,69,52,14,22,7,0,53,53,23,17,9,0,2457,2484,1681,1598,164,155,3279,319
"G3701190","1830","North Carolina","370","Mecklenburg","1190","Mecklenburg",1397,1189,580,352,102,2,1334,1187,513,370,117,3,36,25,10,9,1,0,24,13,14,7,1,0,6414,6373,3622,3524,81,59,7146,140
"G3701230","1830","North Carolina","370","Montgomery","1230","Montgomery",475,389,189,118,46,0,344,379,187,117,51,0,18,20,3,7,6,0,17,18,8,7,5,1,4332,4182,1217,1078,54,56,2295,110
"G3701250","1830","North Carolina","370","Moore","1250","Moore",343,258,116,79,35,0,323,276,133,72,38,0,14,9,3,5,1,0,15,11,12,4,2,0,2933,3063,831,842,32,44,1673,76
"G3701270","1830","North Carolina","370","Nash","1270","Nash",762,557,255,194,92,0,705,563,264,200,113,1,60,50,16,18,6,0,47,44,23,12,7,0,2209,2292,1860,1846,150,133,3706,283
"G3701290","1830","North Carolina","370","New Hanover","1290","New Hanover",972,803,471,390,167,2,915,815,512,400,166,3,59,40,16,21,16,0,61,47,25,25,25,1,2517,2490,2805,2811,152,184,5616,336
"G3701310","1830","North Carolina","370","Northampton","1310","Northampton",1251,1123,671,502,211,5,1241,1057,556,431,193,1,161,166,78,54,27,1,148,141,75,62,22,1,2542,2671,3763,3479,487,449,7242,936
"G3701330","1830","North Carolina","370","Onslow","1330","Onslow",586,458,250,196,85,0,567,450,261,192,98,1,13,18,10,3,5,0,18,16,7,7,4,0,2283,2286,1575,1569,49,52,3144,101
"G3701350","1830","North Carolina","370","Orange","1350","Orange",1377,1163,615,357,160,7,1302,1234,585,409,158,6,97,98,39,37,19,1,102,109,51,43,23,0,7941,7975,3679,3694,291,328,7373,619
"G3701390","1830","North Carolina","370","Pasquotank","1390","Pasquotank",441,434,245,206,95,4,410,363,229,138,54,2,191,131,78,54,36,2,204,135,104,52,47,4,2473,2509,1425,1196,492,546,2621,1038
"G3701430","1830","North Carolina","370","Perquimans","1430","Perquimans",502,400,241,170,95,0,484,383,213,156,104,1,47,47,24,17,9,0,87,58,27,20,7,0,2152,2175,1408,1341,144,199,2749,343
"G3701450","1830","North Carolina","370","Person","1450","Person",841,698,345,224,83,0,923,668,354,209,86,1,22,26,12,7,5,0,26,22,16,7,5,0,2723,2724,2191,2241,72,76,4432,148
"G3701470","1830","North Carolina","370","Pitt","1470","Pitt",1072,790,454,325,126,4,1035,735,432,278,108,6,17,8,2,2,4,0,9,10,2,2,4,0,3248,3420,2771,2594,33,27,5365,60
"G3701510","1830","North Carolina","370","Randolph","1510","Randolph",292,232,113,61,23,2,296,222,125,70,25,1,54,57,27,19,10,1,59,69,30,16,8,0,5349,5245,723,739,168,182,1462,350
"G3701530","1830","North Carolina","370","Richmond","1530","Richmond",703,609,228,135,34,0,647,621,314,170,49,2,29,28,8,8,5,1,27,27,9,7,4,0,2856,2875,1709,1803,79,74,3512,153
"G3701550","1830","North Carolina","370","Robeson","1550","Robeson",534,385,173,118,45,3,493,378,209,118,42,1,114,96,45,25,36,0,89,94,48,38,20,0,3111,3218,1258,1241,316,289,2499,605
"G3701570","1830","North Carolina","370","Rockingham","1570","Rockingham",876,711,283,199,72,4,841,668,377,188,76,1,41,37,12,13,7,0,36,34,11,14,6,0,4228,4200,2145,2151,110,101,4296,211
"G3701590","1830","North Carolina","370","Rowan","1590","Rowan",1177,947,477,311,118,12,1238,987,515,274,130,3,25,22,11,8,5,0,22,24,8,8,2,0,7177,7285,3042,3147,71,64,6189,135
"G3701610","1830","North Carolina","370","Rutherford","1610","Rutherford",695,541,269,137,40,2,645,599,261,157,42,0,23,9,5,4,3,0,16,17,9,6,3,0,7167,6907,1684,1704,44,51,3388,95
"G3701630","1830","North Carolina","370","Sampson","1630","Sampson",768,573,347,201,77,6,711,596,364,167,70,4,51,32,23,17,6,2,34,29,20,16,9,2,3743,3766,1972,1912,131,110,3884,241
"G3701690","1830","North Carolina","370","Stokes","1690","Stokes",527,439,226,111,53,0,559,475,232,152,65,2,45,33,12,14,9,0,44,41,6,18,11,0,6381,6741,1356,1485,113,120,2841,233
"G3701710","1830","North Carolina","370","Surry","1710","Surry",391,283,131,86,24,0,377,323,154,129,47,0,32,17,11,14,10,0,35,25,22,12,7,0,6083,6291,915,1030,84,101,1945,185
"G3701770","1830","North Carolina","370","Tyrrell","1770","Tyrrell",280,211,111,76,36,0,256,202,102,79,38,0,12,15,5,1,0,0,8,9,3,5,0,0,1616,1667,714,677,33,25,1391,58
"G3701830","1830","North Carolina","370","Wake","1830","Wake",1447,1245,700,470,209,4,1490,1216,675,424,223,6,155,124,60,47,23,1,124,126,82,49,36,6,5679,5777,4075,4034,410,423,8109,833
"G3701850","1830","North Carolina","370","Warren","1850","Warren",1430,1082,590,455,231,1,1250,1140,580,377,189,2,62,27,14,23,12,0,52,47,25,18,10,2,2072,2186,3789,3538,138,154,7327,292
"G3701870","1830","North Carolina","370","Washington","1870","Washington",278,249,168,96,55,0,310,262,142,82,70,0,17,25,10,8,4,0,21,24,12,13,2,0,1351,1353,846,866,64,72,1712,136
"G3701910","1830","North Carolina","370","Wayne","1910","Wayne",683,586,262,185,71,1,630,590,284,159,64,2,33,18,11,6,1,0,27,18,19,5,6,0,3225,3445,1788,1729,69,75,3517,144
"G3701930","1830","North Carolina","370","Wilkes","1930","Wilkes",284,227,104,65,27,0,301,256,130,69,29,0,30,19,10,3,4,0,32,13,13,7,6,0,5094,5245,707,785,66,71,1492,137
"G3900010","1830","Ohio","390","Adams","0010","Adams",0,0,0,0,0,0,0,0,0,0,0,0,7,13,5,4,3,1,11,13,7,5,2,0,6220,5990,0,0,33,38,0,71
"G3900030","1830","Ohio","390","Allen","0030","Allen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,287,0,0,0,0,0,0
"G3900070","1830","Ohio","390","Ashtabula","0070","Ashtabula",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,2,2,1,0,0,7603,6970,0,0,5,6,0,11
"G3900090","1830","Ohio","390","Athens","0090","Athens",0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,2,1,1,1,0,0,4947,4827,0,0,8,5,0,13
"G3900130","1830","Ohio","390","Belmont","0130","Belmont",0,0,0,0,0,0,0,0,0,0,0,0,120,72,34,44,21,0,118,100,38,40,10,0,14284,13746,0,0,291,306,0,597
"G3900150","1830","Ohio","390","Brown","0150","Brown",0,0,0,0,0,0,0,0,0,0,0,0,72,68,46,31,26,0,85,98,43,30,21,0,8782,8565,0,0,243,277,0,520
"G3900170","1830","Ohio","390","Butler","0170","Butler",0,0,0,0,0,0,0,1,0,0,0,0,32,31,16,8,6,0,36,27,12,12,2,1,13934,13024,0,1,93,90,1,183
"G3900210","1830","Ohio","390","Champaign","0210","Champaign",0,0,0,0,0,0,0,0,0,0,0,0,37,33,14,16,5,0,34,30,21,7,9,1,6154,5770,0,0,105,102,0,207
"G3900230","1830","Ohio","390","Clark","0230","Clark",0,0,0,0,0,0,0,0,1,0,0,0,28,22,13,9,1,0,27,24,15,9,2,0,6687,6276,0,1,73,77,1,150
"G3900250","1830","Ohio","390","Clermont","0250","Clermont",0,0,0,0,0,0,0,0,0,0,0,0,15,8,6,8,6,0,17,21,4,6,1,0,10336,10038,0,0,43,49,0,92
"G3900270","1830","Ohio","390","Clinton","0270","Clinton",0,0,0,0,0,0,0,0,0,0,0,0,20,12,9,9,5,0,18,16,10,8,6,1,5747,5575,0,0,55,59,0,114
"G3900290","1830","Ohio","390","Columbiana","0290","Columbiana",0,0,0,0,0,0,0,0,0,0,0,0,55,54,30,25,7,1,66,62,20,21,11,0,17983,17257,0,0,172,180,0,352
"G3900310","1830","Ohio","390","Coshocton","0310","Coshocton",0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,0,0,7,12,3,3,0,0,5710,5408,0,0,18,25,0,43
"G3900330","1830","Ohio","390","Crawford","0330","Crawford",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,2,7,1,1,0,0,2471,2299,0,0,10,11,0,21
"G3900350","1830","Ohio","390","Cuyahoga","0350","Cuyahoga",0,0,0,0,0,0,0,0,0,0,0,0,11,17,5,7,5,0,9,11,6,3,2,0,5418,4879,0,0,45,31,0,76
"G3900370","1830","Ohio","390","Darke","0370","Darke",0,0,0,0,0,0,0,0,0,0,0,0,15,14,3,4,3,0,12,13,5,2,2,0,3175,2956,0,0,39,34,0,73
"G3900410","1830","Ohio","390","Delaware","0410","Delaware",0,0,0,0,0,0,0,0,0,0,0,0,9,12,3,2,3,0,5,12,1,3,2,0,5913,5539,0,0,29,23,0,52
"G3900450","1830","Ohio","390","Fairfield","0450","Fairfield",0,0,0,0,0,0,0,0,0,0,0,0,40,25,17,11,8,0,37,29,20,10,9,0,12676,11904,0,0,101,105,0,206
"G3900470","1830","Ohio","390","Fayette","0470","Fayette",0,0,0,0,0,0,0,0,0,0,0,0,11,10,3,7,3,0,7,6,1,4,1,0,4081,4048,0,0,34,19,0,53
"G3900490","1830","Ohio","390","Franklin","0490","Franklin",0,0,0,0,0,0,0,0,0,0,0,0,54,35,31,23,5,0,54,30,30,21,5,0,7758,6695,0,0,148,140,0,288
"G3900530","1830","Ohio","390","Gallia","0530","Gallia",0,0,0,0,0,0,0,0,0,0,0,0,97,91,29,36,16,0,95,78,42,28,9,1,4679,4532,0,0,269,253,0,522
"G3900550","1830","Ohio","390","Geauga","0550","Geauga",0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,3,4,0,0,0,8365,7427,0,0,11,10,0,21
"G3900570","1830","Ohio","390","Greene","0570","Greene",0,0,0,0,0,0,0,0,0,0,0,0,24,38,7,15,6,0,25,22,10,12,3,0,7527,7112,0,0,90,72,0,162
"G3900590","1830","Ohio","390","Guernsey","0590","Guernsey",0,0,0,0,0,0,0,0,0,0,0,0,28,15,9,15,5,1,29,12,12,15,5,0,9062,8828,0,0,73,73,0,146
"G3900610","1830","Ohio","390","Hamilton","0610","Hamilton",0,0,0,0,0,0,0,1,1,0,0,0,156,208,158,79,42,1,174,224,139,93,30,0,26593,24418,0,2,644,660,2,1304
"G3900630","1830","Ohio","390","Hancock","0630","Hancock",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,1,1,0,0,0,451,353,0,0,3,6,0,9
"G3900650","1830","Ohio","390","Hardin","0650","Hardin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,103,0,0,0,0,0,0
"G3900670","1830","Ohio","390","Harrison","0670","Harrison",0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,3,1,0,14,15,5,4,3,0,10625,10216,0,0,34,41,0,75
"G3900690","1830","Ohio","390","Henry","0690","Henry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,120,0,0,0,0,0,0
"G3900710","1830","Ohio","390","Highland","0710","Highland",0,0,0,0,0,0,0,0,0,0,0,0,40,56,14,19,13,1,57,62,23,23,6,0,8168,7863,0,0,143,171,0,314
"G3900730","1830","Ohio","390","Hocking","0730","Hocking",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,2031,1970,0,0,4,3,0,7
"G3900750","1830","Ohio","390","Holmes","0750","Holmes",0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,0,0,4708,4417,0,0,6,4,0,10
"G3900770","1830","Ohio","390","Huron","0770","Huron",0,0,0,0,0,0,0,0,0,0,0,0,4,14,10,9,2,0,4,9,2,1,1,0,7058,6227,0,0,39,17,0,56
"G3900790","1830","Ohio","390","Jackson","0790","Jackson",0,0,0,0,0,0,0,0,0,0,0,0,20,19,9,1,7,0,28,24,6,8,2,0,2989,2828,0,0,56,68,0,124
"G3900810","1830","Ohio","390","Jefferson","0810","Jefferson",0,0,0,0,0,0,0,0,0,0,0,0,64,58,36,23,19,0,54,62,30,24,11,0,11229,10879,0,0,200,181,0,381
"G3900830","1830","Ohio","390","Knox","0830","Knox",0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,2,2,0,3,7,5,2,2,0,8828,8213,0,0,25,19,0,44
"G3900870","1830","Ohio","390","Lawrence","0870","Lawrence",0,0,0,0,0,0,0,0,0,0,0,0,11,14,5,13,1,0,20,24,7,9,3,0,2744,2516,0,0,44,63,0,107
"G3900890","1830","Ohio","390","Licking","0890","Licking",0,0,0,0,0,0,0,0,0,0,0,0,11,14,10,2,3,0,12,12,8,2,3,0,10882,9910,0,0,40,37,0,77
"G3900910","1830","Ohio","390","Logan","0910","Logan",0,0,0,0,0,0,0,0,0,0,0,0,20,15,5,7,0,0,19,21,6,5,0,0,3264,3078,0,0,47,51,0,98
"G3900930","1830","Ohio","390","Lorain","0930","Lorain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2973,2720,0,0,2,1,0,3
"G3900970","1830","Ohio","390","Madison","0970","Madison",0,1,0,0,0,0,0,0,0,0,0,0,6,5,4,1,4,0,10,8,2,3,4,0,3218,2924,1,0,20,27,1,47
"G3901010","1830","Ohio","390","Marion","1010","Marion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495,3056,0,0,0,0,0,0
"G3901030","1830","Ohio","390","Medina","1030","Medina",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,3,0,2,0,1,0,3943,3605,0,0,6,6,0,12
"G3901050","1830","Ohio","390","Meigs","1050","Meigs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3161,2995,0,0,2,0,0,2
"G3901070","1830","Ohio","390","Mercer","1070","Mercer",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,591,518,0,0,1,0,0,1
