GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABX001,ABX002,ABX003,ABX004,ABX005,ABX006,ABX007,ABX008,ABX009,ABX010,ABX011,ABX012,ABX013,ABX014,ABX015,ABX016,ABX017,ABX018,ABX019,ABX020,ABX021,ABX022,ABX023,ABX024,ABO001,ABO002,ABO003,ABO004,ABO005,ABO006,ABQ001,ABQ002
"G1801670","1830","Indiana","180","Vigo","1670","Vigo",0,0,0,0,0,0,0,0,0,0,0,0,21,21,8,9,3,0,24,20,8,9,0,0,3025,2618,0,0,62,61,0,123
"G1801710","1830","Indiana","180","Warren","1710","Warren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,1347,0,0,0,0,0,0
"G1801730","1830","Indiana","180","Warrick","1730","Warrick",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1537,1338,0,1,1,0,1,1
"G1801750","1830","Indiana","180","Washington","1750","Washington",0,0,0,0,0,0,0,0,0,0,0,0,43,32,16,7,7,0,38,24,22,9,7,1,6577,6281,0,0,105,101,0,206
"G1801770","1830","Indiana","180","Wayne","1770","Wayne",0,0,0,0,0,0,0,0,0,0,0,0,79,81,30,30,13,0,55,65,25,24,15,0,9274,8880,0,0,233,184,0,417
"G2100010","1830","Kentucky","210","Adair","0010","Adair",311,280,129,93,23,0,338,298,136,104,24,0,5,2,3,2,2,0,4,3,0,5,4,0,3322,3129,836,900,14,16,1736,30
"G2100030","1830","Kentucky","210","Allen","0030","Allen",185,136,70,38,9,0,187,177,87,49,18,0,3,1,0,2,0,0,0,0,0,2,0,0,2808,2713,438,518,6,2,956,8
"G2100050","1830","Kentucky","210","Anderson","0050","Anderson",207,150,54,44,10,0,211,161,75,52,17,0,4,4,0,3,0,0,2,5,0,2,1,0,1822,1696,465,516,11,10,981,21
"G2100090","1830","Kentucky","210","Barren","0090","Barren",715,642,286,155,58,0,674,633,317,199,55,1,5,2,2,4,6,0,2,2,0,1,4,0,5876,5440,1856,1879,19,9,3735,28
"G2100110","1830","Kentucky","210","Bath","0110","Bath",286,266,116,54,21,0,297,300,117,99,26,0,1,3,4,5,4,0,0,5,0,4,5,0,3683,3503,743,839,17,14,1582,31
"G2100150","1830","Kentucky","210","Boone","0150","Boone",292,262,148,75,18,0,389,360,148,106,20,2,8,3,1,8,4,0,0,7,2,5,3,0,3730,3484,795,1025,24,17,1820,41
"G2100170","1830","Kentucky","210","Bourbon","0170","Bourbon",1312,1217,601,292,108,0,1313,1078,529,314,103,1,43,25,14,24,27,0,46,26,27,32,31,1,5839,5433,3530,3338,133,163,6868,296
"G2100230","1830","Kentucky","210","Bracken","0230","Bracken",171,167,63,34,9,0,149,123,69,38,10,0,12,26,7,11,5,0,11,11,10,11,6,0,2890,2685,444,389,61,49,833,110
"G2100270","1830","Kentucky","210","Breckinridge","0270","Breckinridge",260,226,114,46,22,0,305,279,134,74,20,0,1,0,3,1,3,0,0,3,0,3,2,0,3057,2792,668,812,8,8,1480,16
"G2100290","1830","Kentucky","210","Bullitt","0290","Bullitt",220,173,102,42,25,0,242,193,84,45,16,1,0,0,0,2,2,0,0,1,0,0,1,0,2270,2233,562,581,4,2,1143,6
"G2100310","1830","Kentucky","210","Butler","0310","Butler",88,78,36,21,8,0,78,62,50,25,7,0,1,0,0,1,0,0,0,1,0,1,0,0,1316,1285,231,222,2,2,453,4
"G2100330","1830","Kentucky","210","Caldwell","0330","Caldwell",376,268,154,70,21,0,313,320,134,89,28,1,5,1,2,3,1,0,7,1,1,0,2,0,3446,3081,889,885,12,11,1774,23
"G2100350","1830","Kentucky","210","Calloway","0350","Calloway",83,76,21,9,3,0,86,86,39,22,2,0,0,0,0,0,1,0,3,1,0,0,0,0,2487,2245,192,235,1,4,427,5
"G2100370","1830","Kentucky","210","Campbell","0370","Campbell",199,159,81,40,16,0,188,174,93,61,22,0,4,3,2,3,2,0,1,3,2,1,1,0,4663,4165,495,538,14,8,1033,22
"G2100450","1830","Kentucky","210","Casey","0450","Casey",87,72,36,18,10,0,81,75,42,34,8,0,6,5,0,1,0,0,11,9,2,2,0,0,1935,1908,223,240,12,24,463,36
"G2100470","1830","Kentucky","210","Christian","0470","Christian",889,683,351,189,37,0,858,706,413,162,47,0,9,6,5,6,8,1,11,9,5,3,3,0,4228,4055,2149,2186,35,31,4335,66
"G2100490","1830","Kentucky","210","Clark","0490","Clark",851,681,354,219,79,4,864,718,392,240,82,2,9,2,6,13,15,0,3,2,9,5,11,1,4349,4140,2188,2298,45,31,4486,76
"G2100510","1830","Kentucky","210","Clay","0510","Clay",54,73,62,23,5,0,53,50,25,17,2,0,11,10,12,3,0,0,13,9,3,4,2,0,1584,1533,217,147,36,31,364,67
"G2100570","1830","Kentucky","210","Cumberland","0570","Cumberland",352,276,116,72,16,1,326,288,146,78,21,0,2,2,1,0,4,0,2,0,0,2,1,0,3507,3411,833,859,9,5,1692,14
"G2100590","1830","Kentucky","210","Daviess","0590","Daviess",259,212,115,55,22,0,249,227,114,52,19,0,0,1,1,1,1,0,1,1,1,3,1,0,2008,1866,663,661,4,7,1324,11
"G2100610","1830","Kentucky","210","Edmonson","0610","Edmonson",59,59,17,15,3,0,50,49,7,17,2,0,23,19,9,6,2,0,0,0,0,0,0,0,1176,1129,153,125,59,0,278,59
"G2100650","1830","Kentucky","210","Estill","0650","Estill",69,88,55,28,6,0,57,87,31,18,2,0,7,5,4,1,1,0,5,4,2,0,1,0,2160,1987,246,195,18,12,441,30
"G2100670","1830","Kentucky","210","Fayette","0670","Fayette",1976,1947,1104,686,171,5,1822,1567,880,534,231,10,58,55,36,54,48,1,58,37,37,47,44,2,6980,6708,5889,5044,252,225,10933,477
"G2100690","1830","Kentucky","210","Fleming","0690","Fleming",378,277,128,69,21,0,315,302,178,77,19,0,11,5,4,3,5,0,14,13,5,8,4,0,5867,5796,873,891,28,44,1764,72
"G2100710","1830","Kentucky","210","Floyd","0710","Floyd",31,27,8,3,1,0,21,31,9,7,1,0,4,5,5,1,0,0,0,1,1,1,0,0,2158,2032,70,69,15,3,139,18
"G2100730","1830","Kentucky","210","Franklin","0730","Franklin",545,499,282,170,60,0,511,533,268,172,50,2,29,18,12,19,9,0,32,17,18,17,9,0,3124,2858,1556,1536,87,93,3092,180
"G2100770","1830","Kentucky","210","Gallatin","0770","Gallatin",221,205,96,33,14,0,223,212,91,69,20,0,1,3,0,3,6,0,2,0,1,2,6,0,2878,2588,569,615,13,11,1184,24
"G2100790","1830","Kentucky","210","Garrard","0790","Garrard",716,543,274,159,53,0,710,556,297,188,54,1,8,8,8,9,13,1,4,7,5,5,10,0,4218,4024,1745,1806,47,31,3551,78
"G2100810","1830","Kentucky","210","Grant","0810","Grant",49,57,13,10,4,0,56,44,21,10,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1393,1324,133,133,2,1,266,3
"G2100830","1830","Kentucky","210","Graves","0830","Graves",48,48,15,11,1,0,58,64,24,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1181,1041,123,156,3,0,279,3
"G2100850","1830","Kentucky","210","Grayson","0850","Grayson",47,42,11,9,3,0,37,45,29,14,1,0,1,4,0,1,1,0,1,2,0,0,1,0,1788,1843,112,126,7,4,238,11
"G2100870","1830","Kentucky","210","Green","0870","Green",669,555,313,157,52,17,605,558,289,174,67,5,54,35,18,13,0,0,16,17,10,6,5,1,5063,4439,1763,1698,120,55,3461,175
"G2100890","1830","Kentucky","210","Greenup","0890","Greenup",158,153,147,83,11,0,194,126,70,41,9,0,5,5,5,3,3,0,1,3,0,1,2,0,2507,2325,552,440,21,7,992,28
"G2100910","1830","Kentucky","210","Hancock","0910","Hancock",64,47,25,13,4,1,81,77,20,13,2,0,1,0,0,0,1,0,0,0,1,0,0,0,596,569,154,193,2,1,347,3
"G2100930","1830","Kentucky","210","Hardin","0930","Hardin",380,401,147,74,19,0,395,360,175,88,30,0,7,2,1,4,2,0,3,1,1,1,1,0,5547,5210,1021,1048,16,7,2069,23
"G2100950","1830","Kentucky","210","Harlan","0950","Harlan",17,17,12,9,1,0,22,35,13,6,4,0,1,0,1,1,1,0,1,0,0,1,1,0,1431,1355,56,80,4,3,136,7
"G2100970","1830","Kentucky","210","Harrison","0970","Harrison",596,474,193,107,28,0,475,502,241,139,33,0,20,15,4,12,6,0,12,12,7,5,10,1,5245,5097,1398,1390,57,47,2788,104
"G2100990","1830","Kentucky","210","Hart","0990","Hart",135,144,78,34,3,0,153,145,66,25,9,0,9,7,0,3,1,0,4,5,3,1,0,0,2239,2127,394,398,20,13,792,33
"G2101010","1830","Kentucky","210","Henderson","1010","Henderson",461,373,198,142,55,4,515,427,197,135,51,1,7,1,0,3,1,0,3,4,1,1,1,0,2126,1952,1233,1326,12,10,2559,22
"G2101030","1830","Kentucky","210","Henry","1030","Henry",487,386,168,97,28,0,503,445,205,110,33,1,10,2,4,6,2,0,7,7,2,3,1,0,4575,4305,1166,1297,24,20,2463,44
"G2101050","1830","Kentucky","210","Hickman","1050","Hickman",166,146,71,25,10,0,187,149,72,39,5,0,0,0,0,1,0,0,1,0,1,1,0,0,2318,2006,418,452,1,3,870,4
"G2101070","1830","Kentucky","210","Hopkins","1070","Hopkins",262,227,79,38,15,0,268,229,124,59,24,0,3,0,0,1,0,0,3,2,0,0,2,0,2820,2607,621,704,4,7,1325,11
"G2101110","1830","Kentucky","210","Jefferson","1110","Jefferson",1152,1181,784,409,97,4,1068,1102,701,341,92,3,55,32,44,25,22,0,32,37,42,25,17,0,9623,7091,3627,3307,178,153,6934,331
"G2101130","1830","Kentucky","210","Jessamine","1130","Jessamine",618,585,288,167,44,0,638,568,258,168,49,1,9,20,14,22,14,0,21,8,11,10,10,0,3289,3148,1702,1682,79,60,3384,139
"G2101210","1830","Kentucky","210","Knox","1210","Knox",88,71,40,25,6,0,97,83,43,19,5,0,11,7,0,3,3,0,15,10,2,4,2,0,1899,1882,230,247,24,33,477,57
"G2101250","1830","Kentucky","210","Laurel","1250","Laurel",22,23,9,1,8,0,23,24,13,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1116,961,63,63,2,1,126,3
"G2101270","1830","Kentucky","210","Lawrence","1270","Lawrence",18,17,2,2,1,0,7,17,11,4,2,0,1,1,2,0,1,0,3,3,1,1,0,0,1985,1821,40,41,5,8,81,13
"G2101350","1830","Kentucky","210","Lewis","1350","Lewis",77,76,42,23,8,0,86,86,37,26,3,0,1,2,1,1,0,0,1,3,3,1,1,0,2398,2353,226,238,5,9,464,14
"G2101370","1830","Kentucky","210","Lincoln","1370","Lincoln",699,608,276,107,116,0,680,626,260,138,128,0,15,16,11,4,10,0,19,25,4,5,10,0,3652,3593,1806,1832,56,63,3638,119
"G2101390","1830","Kentucky","210","Livingston","1390","Livingston",208,207,105,59,25,6,168,194,98,45,21,0,5,3,7,3,3,0,5,3,1,3,1,0,2492,2309,610,526,21,13,1136,34
"G2101410","1830","Kentucky","210","Logan","1410","Logan",883,792,313,198,44,0,933,792,380,239,47,3,12,10,11,6,11,0,13,17,7,11,8,0,4215,4067,2230,2394,50,56,4624,106
"G2101450","1830","Kentucky","210","McCracken","1450","Mccracken",20,30,5,11,1,0,17,29,10,6,1,0,0,7,1,1,0,0,3,4,0,1,1,0,611,538,67,63,9,9,130,18
"G2101510","1830","Kentucky","210","Madison","1510","Madison",1146,1010,476,261,69,1,1155,1023,494,316,87,1,2,5,6,17,13,0,9,6,7,11,7,0,6452,6177,2963,3076,43,40,6039,83
"G2101610","1830","Kentucky","210","Mason","1610","Mason",823,768,355,203,53,1,865,673,375,213,61,1,28,13,9,13,9,0,24,17,12,22,12,0,6060,5589,2203,2188,72,87,4391,159
"G2101630","1830","Kentucky","210","Meade","1630","Meade",195,162,57,34,14,1,199,146,81,43,13,0,1,0,1,2,0,0,0,1,0,0,0,0,1677,1504,463,482,4,1,945,5
"G2101670","1830","Kentucky","210","Mercer","1670","Mercer",996,720,374,267,81,3,864,748,397,276,97,1,43,29,27,22,20,0,40,23,25,19,26,0,6435,6161,2441,2383,141,133,4824,274
"G2101710","1830","Kentucky","210","Monroe","1710","Monroe",108,126,47,22,8,0,120,131,46,19,18,0,1,1,1,0,0,0,1,1,0,0,0,0,2374,2316,311,334,3,2,645,5
"G2101730","1830","Kentucky","210","Montgomery","1730","Montgomery",519,425,185,97,29,0,483,450,230,125,36,1,32,23,6,12,8,0,29,12,12,11,8,1,3758,3748,1255,1325,81,73,2580,154
"G2101750","1830","Kentucky","210","Morgan","1750","Morgan",10,12,1,0,0,0,10,8,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1471,1338,23,23,2,0,46,2
"G2101770","1830","Kentucky","210","Muhlenberg","1770","Muhlenberg",202,137,74,41,9,0,221,165,89,49,11,0,0,3,0,1,2,0,2,2,2,3,0,0,2279,2048,463,535,6,9,998,15
"G2101790","1830","Kentucky","210","Nelson","1790","Nelson",907,751,368,226,59,0,920,714,374,239,69,1,10,8,7,11,7,0,17,13,3,13,8,0,5161,5046,2311,2317,43,54,4628,97
"G2101810","1830","Kentucky","210","Nicholas","1810","Nicholas",220,208,87,51,20,0,257,199,106,70,19,0,7,5,4,9,8,0,14,13,6,9,3,0,3781,3738,586,651,33,45,1237,78
"G2101830","1830","Kentucky","210","Ohio","1830","Ohio",96,113,50,13,6,0,114,107,51,32,1,0,3,8,1,4,2,0,2,0,0,7,1,0,2107,1997,278,305,18,10,583,28
"G2101850","1830","Kentucky","210","Oldham","1850","Oldham",523,397,197,127,26,0,492,439,216,144,42,2,13,8,4,8,10,0,5,5,3,4,8,0,3506,3409,1270,1335,43,25,2605,68
"G2101870","1830","Kentucky","210","Owen","1870","Owen",183,136,53,34,8,6,149,122,64,30,4,1,25,22,12,12,9,0,2,3,4,3,3,0,2501,2400,420,370,80,15,790,95
"G2101910","1830","Kentucky","210","Pendleton","1910","Pendleton",95,59,17,15,11,0,78,86,36,23,8,0,1,2,2,1,2,0,0,0,1,0,2,0,1790,1634,197,231,8,3,428,11
"G2101930","1830","Kentucky","210","Perry","1930","Perry",31,30,5,6,1,0,28,32,10,11,1,0,3,2,4,6,1,3,1,2,2,0,1,0,1615,1535,73,82,19,6,155,25
"G2101950","1830","Kentucky","210","Pike","1950","Pike",23,9,7,1,0,0,15,13,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,1252,40,38,0,0,78,0
"G2101990","1830","Kentucky","210","Pulaski","1990","Pulaski",195,172,59,29,14,0,191,193,102,39,12,1,2,3,2,2,1,0,5,2,0,3,0,0,4347,4126,469,538,10,10,1007,20
"G2102030","1830","Kentucky","210","Rockcastle","2030","Rockcastle",51,42,16,9,3,0,53,62,27,14,4,0,1,3,2,0,0,0,0,1,0,2,0,0,1390,1185,121,160,6,3,281,9
"G2102070","1830","Kentucky","210","Russell","2070","Russell",87,85,28,16,3,0,98,74,36,23,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1753,1666,219,239,0,2,458,2
"G2102090","1830","Kentucky","210","Scott","2090","Scott",1065,881,457,240,75,2,1046,851,477,268,89,1,13,12,7,11,7,0,9,4,3,8,5,0,4656,4490,2720,2732,50,29,5452,79
"G2102110","1830","Kentucky","210","Shelby","2110","Shelby",1167,989,431,265,86,0,1153,932,493,311,93,0,10,5,8,9,6,0,15,10,8,10,14,0,6618,6397,2938,2982,38,57,5920,95
"G2102130","1830","Kentucky","210","Simpson","2130","Simpson",263,211,82,51,20,0,226,202,98,62,17,0,2,0,0,2,4,0,1,0,1,1,2,0,2312,2258,627,605,8,5,1232,13
"G2102150","1830","Kentucky","210","Spencer","2150","Spencer",306,241,107,70,15,0,312,237,129,79,17,0,4,2,4,1,2,0,0,0,0,1,4,0,2698,2583,739,774,13,5,1513,18
"G2102190","1830","Kentucky","210","Todd","2190","Todd",618,526,271,134,38,2,617,512,279,116,53,2,8,8,7,3,2,0,5,10,7,0,3,0,2794,2665,1589,1579,28,25,3168,53
"G2102210","1830","Kentucky","210","Trigg","2210","Trigg",282,247,122,57,19,0,232,239,130,68,20,1,4,6,3,1,5,0,5,1,4,1,2,0,2347,2120,727,690,19,13,1417,32
"G2102250","1830","Kentucky","210","Union","2250","Union",243,232,138,54,12,0,263,233,106,58,16,0,6,5,4,0,1,0,0,3,0,2,0,0,1784,1604,679,676,16,5,1355,21
"G2102270","1830","Kentucky","210","Warren","2270","Warren",552,492,226,113,25,2,529,529,228,131,46,0,14,8,3,4,5,0,22,13,9,1,8,0,4078,3911,1410,1463,34,53,2873,87
"G2102290","1830","Kentucky","210","Washington","2290","Washington",927,776,337,176,57,1,903,816,407,234,79,1,9,8,7,11,6,1,14,8,9,6,4,2,7243,6975,2274,2440,42,43,4714,85
"G2102310","1830","Kentucky","210","Wayne","2310","Wayne",111,128,39,19,8,0,118,114,60,25,11,0,0,1,0,1,0,1,0,2,0,0,1,0,4139,3907,305,328,3,3,633,6
"G2102350","1830","Kentucky","210","Whitley","2350","Whitley",25,19,5,8,1,0,31,26,17,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1882,1783,58,81,1,1,139,2
"G2102390","1830","Kentucky","210","Woodford","2390","Woodford",1015,943,542,297,77,0,1057,898,425,284,94,1,21,9,12,18,20,0,12,11,5,14,20,0,3278,3220,2874,2759,80,62,5633,142
"G2200050","1830","Louisiana","220","Ascension","0050","Ascension",364,721,576,329,62,2,321,538,387,201,64,2,21,21,4,8,5,1,22,24,11,13,3,1,919,806,2054,1513,60,74,3567,134
"G2200070","1830","Louisiana","220","Assumption","0070","Assumption",225,388,280,121,33,2,202,314,191,101,21,3,6,5,2,2,0,0,4,3,2,3,0,1,1943,1817,1049,832,15,13,1881,28
"G2200090","1830","Louisiana","220","Avoyelles","0090","Avoyelles",217,235,126,79,20,1,229,202,139,68,18,1,11,3,4,3,0,0,6,0,6,2,0,0,1118,996,678,657,21,14,1335,35
"G2200250","1830","Louisiana","220","Catahoula","0250","Catahoula",173,119,94,63,10,0,153,160,102,40,6,0,5,2,0,2,3,0,1,1,1,2,1,0,915,728,459,461,12,6,920,18
"G2200270","1830","Louisiana","220","Claiborne","0270","Claiborne",49,33,13,9,4,0,34,40,20,12,1,0,5,0,0,3,0,0,0,0,2,0,0,0,811,728,108,107,8,2,215,10
"G2200290","1830","Louisiana","220","Concordia","0290","Concordia",487,618,536,253,44,0,455,603,445,153,21,2,4,3,2,1,0,0,3,2,3,2,0,0,628,397,1938,1679,10,10,3617,20
"G2200330","1830","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",508,583,369,254,55,1,466,502,381,186,42,1,17,31,13,10,9,0,19,31,19,19,14,0,1807,1361,1770,1578,80,102,3348,182
"G2200370","1830","Louisiana","220","East Feliciana","0370","East Feliciana",848,729,477,266,55,0,845,699,464,218,51,0,2,3,0,1,2,0,4,1,1,4,4,2,1962,1609,2375,2277,8,16,4652,24
"G2200470","1830","Louisiana","220","Iberville","0470","Iberville",574,751,734,342,63,2,553,662,570,202,54,1,14,22,10,21,9,0,22,30,9,20,4,0,1370,1010,2466,2042,76,85,4508,161
"G2200510","1830","Louisiana","220","Jefferson","0510","Jefferson",317,840,1083,633,166,1,349,616,560,255,87,0,30,51,32,24,23,0,49,44,37,24,29,0,990,606,3040,1867,160,183,4907,343
"G2200550","1830","Louisiana","220","Lafayette","0550","Lafayette",406,457,205,116,26,0,392,415,241,86,21,2,11,22,13,11,3,0,17,14,9,5,4,0,1709,1468,1210,1157,60,49,2367,109
"G2200570","1830","Louisiana","220","Lafourche","0570","Lafourche",236,413,339,139,39,0,247,383,213,114,29,1,4,6,4,1,0,1,7,9,5,2,1,0,1697,1613,1166,987,16,24,2153,40
"G2200690","1830","Louisiana","220","Natchitoches","0690","Natchitoches",437,573,454,287,64,2,431,600,479,201,41,2,96,70,59,20,16,0,88,68,55,30,29,1,2154,1648,1817,1754,261,271,3571,532
"G2200710","1830","Louisiana","220","Orleans","0710","Orleans",1723,2151,1929,893,282,10,1985,3117,2972,1233,329,15,1771,1604,807,492,184,6,1893,2066,1498,1066,503,16,12600,8681,6988,9651,4864,7042,16639,11906
"G2200730","1830","Louisiana","220","Ouachita","0730","Ouachita",326,347,266,121,28,1,370,312,237,118,19,0,13,8,3,4,1,0,9,10,1,8,0,0,1578,1360,1089,1056,29,28,2145,57
"G2200750","1830","Louisiana","220","Plaquemines","0750","Plaquemines",296,545,685,300,37,1,293,410,417,176,28,0,40,31,31,22,5,0,31,20,23,8,8,0,659,423,1864,1324,129,90,3188,219
"G2200770","1830","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",568,499,651,328,99,2,579,543,590,255,93,3,39,39,18,19,8,0,38,45,20,19,8,2,755,716,2147,2063,123,132,4210,255
"G2200790","1830","Louisiana","220","Rapides","0790","Rapides",759,826,707,388,59,1,711,807,667,364,39,1,23,17,6,12,5,0,20,13,8,9,0,0,1208,925,2740,2589,63,50,5329,113
"G2200870","1830","Louisiana","220","St Bernard","0870","St Bernard",164,479,590,313,67,0,154,281,291,152,28,0,5,6,11,3,7,0,4,3,5,6,7,0,448,332,1613,906,32,25,2519,57
"G2200890","1830","Louisiana","220","St Charles","0890","St Charles",359,656,807,622,233,2,324,368,409,226,112,0,25,16,12,13,10,0,19,13,17,14,17,2,467,404,2679,1439,76,82,4118,158
"G2200910","1830","Louisiana","220","St Helena","0910","St Helena",261,196,122,67,10,1,261,230,121,72,18,0,2,8,2,5,6,0,7,8,3,1,3,0,1398,1226,657,702,23,22,1359,45
"G2200930","1830","Louisiana","220","St James","0930","St James",557,953,807,466,109,0,515,736,560,259,66,1,2,4,5,9,6,0,5,3,2,10,14,0,1332,1225,2892,2137,26,34,5029,60
"G2200950","1830","Louisiana","220","St John The Baptist","0950","St John The Baptist",360,649,755,254,103,1,332,449,360,168,62,0,24,29,20,14,8,0,18,31,16,21,23,0,1035,945,2122,1371,95,109,3493,204
"G2200970","1830","Louisiana","220","St Landry","0970","St Landry",752,852,495,381,84,4,733,780,478,341,68,2,165,130,67,59,27,2,185,131,68,45,28,2,3517,3195,2568,2402,450,459,4970,909
"G2200990","1830","Louisiana","220","St Martin","0990","St Martin",621,703,532,275,54,1,543,591,427,208,31,1,58,60,38,21,22,0,59,61,36,23,30,0,1565,1245,2186,1801,199,209,3987,408
"G2201010","1830","Louisiana","220","St Mary","1010","St Mary",533,791,693,308,80,3,557,550,500,224,63,2,39,35,18,10,5,0,43,38,21,10,6,1,1108,804,2408,1896,107,119,4304,226
"G2201030","1830","Louisiana","220","St Tammany","1030","St Tammany",141,293,261,100,25,2,160,194,115,58,11,0,35,30,7,13,7,0,31,16,24,13,10,0,726,592,822,538,92,94,1360,186
"G2201090","1830","Louisiana","220","Terrebonne","1090","Terrebonne",131,163,173,63,18,0,130,170,135,42,8,0,1,8,1,3,0,0,1,5,4,1,1,0,571,492,548,485,13,12,1033,25
"G2201170","1830","Louisiana","220","Washington","1170","Washington",112,100,45,24,6,0,112,83,63,33,8,1,1,0,0,3,0,0,0,0,0,0,0,0,894,801,287,300,4,0,587,4
"G2201210","1830","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",184,352,331,155,51,1,224,241,267,105,20,1,20,17,11,13,5,1,24,26,15,10,5,1,555,449,1074,858,67,81,1932,148
"G2201250","1830","Louisiana","220","West Feliciana","1250","West Feliciana",939,911,649,494,103,1,1027,1017,733,378,93,0,14,15,8,6,8,0,11,11,6,12,3,0,1276,914,3097,3248,51,43,6345,94
"G2300050","1830","Maine","230","Cumberland","0050","Cumberland",0,0,0,0,0,0,0,0,0,0,0,0,54,58,49,37,23,0,58,59,55,45,15,0,29157,30492,0,0,221,232,0,453
"G2300090","1830","Maine","230","Hancock","0090","Hancock",0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,0,2,1,2,3,2,2,0,12338,11974,0,0,14,10,0,24
"G2300110","1830","Maine","230","Kennebec","0110","Kennebec",0,0,0,0,0,0,0,0,1,0,1,0,49,31,14,18,8,0,29,32,17,13,10,0,26185,26077,0,2,120,101,2,221
"G2300150","1830","Maine","230","Lincoln","0150","Lincoln",0,0,0,0,0,0,0,0,0,0,0,0,27,34,20,24,9,0,25,42,23,13,11,0,28490,28474,0,0,114,114,0,228
"G2300170","1830","Maine","230","Oxford","0170","Oxford",0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,5,1,0,3,8,1,3,0,0,17678,17510,0,0,16,15,0,31
"G2300190","1830","Maine","230","Penobscot","0190","Penobscot",0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,1,0,8,6,5,2,0,0,16724,14765,0,0,20,21,0,41
"G2300250","1830","Maine","230","Somerset","0250","Somerset",0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,0,1,2,2,2,1,0,18285,17480,0,0,14,8,0,22
"G2300270","1830","Maine","230","Waldo","0270","Waldo",0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,3,1,0,0,7,2,3,0,0,15194,14565,0,0,17,12,0,29
"G2300290","1830","Maine","230","Washington","0290","Washington",0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,5,3,0,8,8,4,7,0,0,11342,9891,0,0,34,27,0,61
"G2300310","1830","Maine","230","York","0310","York",0,0,0,0,0,0,0,0,0,0,0,0,9,13,5,7,6,0,10,9,5,3,13,0,25296,26346,0,0,40,40,0,80
"G2400010","1830","Maryland","240","Allegany","0010","Allegany",130,145,80,59,20,0,145,116,62,42,19,0,35,34,25,16,7,0,36,30,15,12,12,0,4926,4643,434,384,117,105,818,222
"G2400030","1830","Maryland","240","Anne Arundel","0030","Anne Arundel",1878,1824,890,642,261,1,1805,1557,805,470,214,0,738,456,248,340,205,1,665,516,320,338,247,2,7043,6829,5496,4851,1988,2088,10347,4076
"G2400050","1830","Maryland","240","Baltimore","0050","Baltimore",1126,1204,626,411,158,2,1011,1039,504,317,131,4,465,359,268,311,154,2,459,350,275,268,183,4,15987,14632,3527,3006,1559,1539,6533,3098
"G2400090","1830","Maryland","240","Calvert","0090","Calvert",721,628,300,217,89,3,712,608,323,206,87,5,220,122,89,85,64,1,196,145,102,114,72,3,1965,1823,1958,1941,581,632,3899,1213
"G2400110","1830","Maryland","240","Caroline","0110","Caroline",227,240,101,38,21,2,177,215,85,44,27,0,261,235,123,97,70,0,264,255,146,126,73,2,3089,3152,629,548,786,866,1177,1652
"G2400150","1830","Maryland","240","Cecil","0150","Cecil",248,397,150,71,27,0,284,323,119,57,29,0,379,274,197,197,95,1,345,262,233,173,93,0,5881,5597,893,812,1143,1106,1705,2249
"G2400170","1830","Maryland","240","Charles","0170","Charles",1770,1446,865,673,336,9,1832,1430,853,590,315,10,133,126,59,63,35,6,115,112,83,57,54,8,3364,3425,5099,5030,422,429,10129,851
"G2400190","1830","Maryland","240","Dorchester","0190","Dorchester",768,1072,381,282,117,4,756,849,402,253,116,1,514,368,183,253,166,2,443,417,271,241,139,3,5351,5334,2624,2377,1486,1514,5001,3000
"G2400210","1830","Maryland","240","Frederick","0210","Frederick",1135,1146,603,396,147,4,1026,962,521,303,125,2,478,318,213,222,122,0,431,315,252,237,126,2,18497,18206,3431,2939,1353,1363,6370,2716
"G2400250","1830","Maryland","240","Harford","0250","Harford",559,566,210,115,63,4,489,508,231,136,65,1,332,310,146,157,103,1,332,238,178,143,111,7,5722,5592,1517,1430,1049,1009,2947,2058
"G2400290","1830","Maryland","240","Kent","0290","Kent",613,644,300,142,68,1,453,528,248,127,66,1,332,276,178,231,131,0,333,272,177,204,131,1,2518,2526,1768,1423,1148,1118,3191,2266
