GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024,ACS001,ACS002,ACS003,ACU001,ACU002,ACU003,ACU004
"G1800510","1840","Indiana","180","Gibson","0510","Gibson",18,25,10,11,6,0,17,30,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8840,137,0,70,67,0,0
"G1800530","1840","Indiana","180","Grant","0530","Grant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875,0,0,0,0,0,0
"G1800550","1840","Indiana","180","Greene","0550","Greene",16,12,10,6,3,0,11,8,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8239,82,0,47,35,0,0
"G1800570","1840","Indiana","180","Hamilton","0570","Hamilton",9,15,3,3,2,0,12,14,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9788,67,0,32,35,0,0
"G1800590","1840","Indiana","180","Hancock","0590","Hancock",4,5,1,3,2,0,6,8,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7496,39,0,15,24,0,0
"G1800610","1840","Indiana","180","Harrison","0610","Harrison",14,18,6,4,6,0,14,12,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12370,89,0,48,41,0,0
"G1800630","1840","Indiana","180","Hendricks","0630","Hendricks",1,1,2,1,1,0,2,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11247,17,0,6,11,0,0
"G1800650","1840","Indiana","180","Henry","0650","Henry",20,31,16,10,2,3,21,17,10,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14983,145,0,82,63,0,0
"G1800690","1840","Indiana","180","Huntington","0690","Huntington",3,4,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,14,0,7,7,0,0
"G1800710","1840","Indiana","180","Jackson","0710","Jackson",36,26,15,14,5,0,32,32,10,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8771,190,0,96,94,0,0
"G1800730","1840","Indiana","180","Jasper","0730","Jasper",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,2,0,1,1,0,0
"G1800750","1840","Indiana","180","Jay","0750","Jay",3,1,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852,11,0,6,5,0,0
"G1800770","1840","Indiana","180","Jefferson","0770","Jefferson",60,60,21,37,18,0,64,95,25,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16185,429,0,196,233,0,0
"G1800790","1840","Indiana","180","Jennings","0790","Jennings",30,23,12,11,7,0,17,26,19,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8671,158,0,83,75,0,0
"G1800810","1840","Indiana","180","Johnson","0810","Johnson",4,5,2,1,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9332,20,0,13,7,0,0
"G1800830","1840","Indiana","180","Knox","0830","Knox",98,91,48,35,26,0,95,74,42,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10096,561,0,298,263,0,0
"G1800850","1840","Indiana","180","Kosciusko","0850","Kosciusko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170,0,0,0,0,0,0
"G1800870","1840","Indiana","180","Lagrange","0870","Lagrange",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3661,3,0,3,0,0,0
"G1800890","1840","Indiana","180","Lake","0890","Lake",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,2,0,1,1,0,0
"G1800910","1840","Indiana","180","LaPorte","0910","Laporte",0,3,9,2,3,0,3,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8152,32,0,17,15,0,0
"G1800930","1840","Indiana","180","Lawrence","0930","Lawrence",22,14,5,11,1,0,18,18,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11676,106,0,53,53,0,0
"G1800950","1840","Indiana","180","Madison","0950","Madison",0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8868,6,0,3,3,0,0
"G1800970","1840","Indiana","180","Marion","0970","Marion",40,33,38,19,8,2,26,33,25,18,12,1,0,0,0,0,0,0,0,0,0,0,0,0,15825,255,0,140,115,0,0
"G1800990","1840","Indiana","180","Marshall","0990","Marshall",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,1,0,1,0,0,0
"G1801010","1840","Indiana","180","Martin","1010","Martin",8,5,2,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852,23,0,17,6,0,0
"G1801030","1840","Indiana","180","Miami","1030","Miami",0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044,4,0,3,1,0,0
"G1801050","1840","Indiana","180","Monroe","1050","Monroe",2,0,2,1,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10130,13,0,5,8,0,0
"G1801070","1840","Indiana","180","Montgomery","1070","Montgomery",19,23,8,5,1,0,12,11,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14344,94,0,56,38,0,0
"G1801090","1840","Indiana","180","Morgan","1090","Morgan",22,13,7,5,4,0,13,12,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10651,90,0,51,39,0,0
"G1801130","1840","Indiana","180","Noble","1130","Noble",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,0,0,0,0,0,0
"G1801170","1840","Indiana","180","Orange","1170","Orange",33,24,13,8,6,0,26,25,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9444,158,0,84,74,0,0
"G1801190","1840","Indiana","180","Owen","1190","Owen",34,8,16,7,7,0,32,19,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8211,148,0,72,76,0,0
"G1801210","1840","Indiana","180","Parke","1210","Parke",10,4,6,5,1,0,19,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13436,63,0,26,37,0,0
"G1801230","1840","Indiana","180","Perry","1230","Perry",0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4651,4,0,3,1,0,0
"G1801250","1840","Indiana","180","Pike","1250","Pike",1,6,1,1,1,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4749,20,0,10,10,0,0
"G1801270","1840","Indiana","180","Porter","1270","Porter",4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,7,0,5,2,0,0
"G1801290","1840","Indiana","180","Posey","1290","Posey",8,8,2,0,4,0,4,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9642,41,0,22,19,0,0
"G1801310","1840","Indiana","180","Pulaski","1310","Pulaski",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0
"G1801330","1840","Indiana","180","Putnam","1330","Putnam",1,2,3,3,0,0,4,5,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,16815,27,1,9,18,0,1
"G1801350","1840","Indiana","180","Randolph","1350","Randolph",116,72,31,41,16,0,84,76,37,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10180,504,0,276,228,0,0
"G1801370","1840","Indiana","180","Ripley","1370","Ripley",4,13,4,4,3,0,4,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10349,43,0,28,15,0,0
"G1801390","1840","Indiana","180","Rush","1390","Rush",92,73,41,29,7,0,89,73,42,23,12,0,0,0,0,1,0,0,0,1,0,0,0,0,15973,481,2,242,239,1,1
"G1801410","1840","Indiana","180","St Joseph","1410","St Joseph",1,0,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6416,9,0,5,4,0,0
"G1801430","1840","Indiana","180","Scott","1430","Scott",2,4,0,1,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4227,15,0,7,8,0,0
"G1801450","1840","Indiana","180","Shelby","1450","Shelby",2,7,4,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11985,20,0,13,7,0,0
"G1801470","1840","Indiana","180","Spencer","1470","Spencer",2,8,4,2,2,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6278,27,0,18,9,0,0
"G1801490","1840","Indiana","180","Starke","1490","Starke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0
"G1801510","1840","Indiana","180","Steuben","1510","Steuben",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578,0,0,0,0,0,0
"G1801530","1840","Indiana","180","Sullivan","1530","Sullivan",10,4,0,2,1,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8289,26,0,17,9,0,0
"G1801550","1840","Indiana","180","Switzerland","1550","Switzerland",6,4,2,3,1,0,9,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9878,42,0,16,26,0,0
"G1801570","1840","Indiana","180","Tippecanoe","1570","Tippecanoe",7,8,12,4,1,0,7,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13670,54,0,32,22,0,0
"G1801610","1840","Indiana","180","Union","1610","Union",9,13,4,3,3,0,6,10,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,61,0,32,29,0,0
"G1801630","1840","Indiana","180","Vanderburgh","1630","Vanderburgh",26,16,10,6,0,0,19,19,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6136,114,0,58,56,0,0
"G1801650","1840","Indiana","180","Vermillion","1650","Vermillion",3,7,2,1,0,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8251,23,0,13,10,0,0
"G1801670","1840","Indiana","180","Vigo","1670","Vigo",102,51,33,29,11,0,76,58,39,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11651,425,0,226,199,0,0
"G1801690","1840","Indiana","180","Wabash","1690","Wabash",0,1,2,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,10,0,4,6,0,0
"G1801710","1840","Indiana","180","Warren","1710","Warren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5656,0,0,0,0,0,0
"G1801730","1840","Indiana","180","Warrick","1730","Warrick",0,1,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6313,8,0,2,6,0,0
"G1801750","1840","Indiana","180","Washington","1750","Washington",38,23,19,10,2,0,36,27,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15076,193,0,92,101,0,0
"G1801770","1840","Indiana","180","Wayne","1770","Wayne",100,100,77,34,15,2,83,111,58,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,22664,626,0,328,298,0,0
"G1801790","1840","Indiana","180","Wells","1790","Wells",0,2,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,13,0,3,10,0,0
"G1801810","1840","Indiana","180","White","1810","White",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,2,0,2,0,0,0
"G1801830","1840","Indiana","180","Whitley","1830","Whitley",1,3,3,1,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,16,0,8,8,0,0
"G1950015","1840","Iowa Territory","195","Cedar","0015","Cedar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,0,0,0,0,0,0
"G1950035","1840","Iowa Territory","195","Clayton","0035","Clayton",0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,7,0,3,4,0,0
"G1950055","1840","Iowa Territory","195","Clinton","0055","Clinton",1,1,0,0,1,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,0,3,7,0,0
"G1950075","1840","Iowa Territory","195","Delaware","0075","Delaware",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0
"G1950095","1840","Iowa Territory","195","Des Moines","0095","Des Moines",0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5571,6,0,3,3,0,0
"G1950115","1840","Iowa Territory","195","Dubuque","0115","Dubuque",9,8,9,2,2,0,5,9,5,6,1,0,1,3,1,1,0,0,1,5,3,1,0,0,2987,56,16,30,26,6,10
"G1950135","1840","Iowa Territory","195","Henry","0135","Henry",2,3,3,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756,16,0,13,3,0,0
"G1950155","1840","Iowa Territory","195","Jackson","0155","Jackson",2,1,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,10,0,5,5,0,0
"G1950175","1840","Iowa Territory","195","Jefferson","0175","Jefferson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773,0,0,0,0,0,0
"G1950195","1840","Iowa Territory","195","Johnson","0195","Johnson",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,3,0,2,1,0,0
"G1950215","1840","Iowa Territory","195","Jones","0215","Jones",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0
"G1950235","1840","Iowa Territory","195","Lee","0235","Lee",1,2,1,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,11,0,4,7,0,0
"G1950255","1840","Iowa Territory","195","Linn","0255","Linn",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,1,0,1,0,0,0
"G1950275","1840","Iowa Territory","195","Louisa","0275","Louisa",2,3,0,3,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,17,0,8,9,0,0
"G1950295","1840","Iowa Territory","195","Muscatine","0295","Muscatine",2,6,5,1,1,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,25,0,15,10,0,0
"G1950315","1840","Iowa Territory","195","Scott","0315","Scott",0,2,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132,8,0,4,4,0,0
"G1950335","1840","Iowa Territory","195","Van Buren","0335","Van Buren",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6144,2,0,2,0,0,0
"G1950355","1840","Iowa Territory","195","Washington","0355","Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,0,0,0,0,0,0
"G2100010","1840","Kentucky","210","Adair","0010","Adair",14,7,9,13,5,0,13,9,6,9,7,0,291,253,122,79,30,0,264,308,134,84,39,1,6769,92,1605,48,44,775,830
"G2100030","1840","Kentucky","210","Allen","0030","Allen",4,2,0,2,1,0,6,2,1,0,1,0,173,167,53,38,19,6,167,146,78,68,20,0,6375,19,935,9,10,456,479
"G2100050","1840","Kentucky","210","Anderson","0050","Anderson",2,0,2,2,2,2,1,3,1,2,4,0,194,192,69,44,9,0,183,214,81,51,22,0,4372,21,1059,10,11,508,551
"G2100090","1840","Kentucky","210","Barren","0090","Barren",11,7,3,4,10,0,7,12,5,8,8,1,777,699,293,170,71,1,737,662,314,246,93,2,13147,76,4065,35,41,2011,2054
"G2100110","1840","Kentucky","210","Bath","0110","Bath",14,5,11,13,8,0,13,12,7,12,9,0,341,304,181,102,27,0,333,349,144,111,59,0,7708,104,1951,51,53,955,996
"G2100150","1840","Kentucky","210","Boone","0150","Boone",1,4,1,1,9,0,3,0,1,2,5,0,444,377,149,92,27,1,397,386,175,106,29,0,7824,27,2183,16,11,1090,1093
"G2100170","1840","Kentucky","210","Bourbon","0170","Bourbon",35,24,28,37,24,0,46,33,29,30,21,1,1163,1084,517,328,86,3,1204,999,529,311,100,1,7845,308,6325,148,160,3181,3144
"G2100230","1840","Kentucky","210","Bracken","0230","Bracken",25,18,11,15,9,0,28,19,9,7,10,0,150,152,64,30,14,0,148,149,59,36,17,0,6083,151,819,78,73,410,409
"G2100250","1840","Kentucky","210","Breathitt","0250","Breathitt",0,0,0,0,0,0,0,0,0,0,0,0,24,14,8,5,0,0,26,27,11,3,1,0,2076,0,119,0,0,51,68
"G2100270","1840","Kentucky","210","Breckinridge","0270","Breckinridge",0,0,3,4,2,0,0,1,1,1,2,0,323,294,119,64,19,0,309,284,161,83,35,0,7239,14,1691,9,5,819,872
"G2100290","1840","Kentucky","210","Bullitt","0290","Bullitt",2,1,0,1,3,0,5,1,3,1,1,0,210,237,165,45,23,0,248,212,110,52,18,0,4996,18,1320,7,11,680,640
"G2100310","1840","Kentucky","210","Butler","0310","Butler",1,0,0,1,0,0,1,0,1,0,0,0,95,91,40,17,8,0,96,94,46,21,6,1,3379,4,515,2,2,251,264
"G2100330","1840","Kentucky","210","Caldwell","0330","Caldwell",21,9,7,7,10,0,14,10,5,11,9,0,417,388,170,113,24,0,370,374,186,108,21,0,8091,103,2171,54,49,1112,1059
"G2100350","1840","Kentucky","210","Calloway","0350","Calloway",3,2,0,0,1,0,1,4,0,2,0,0,166,150,60,38,13,1,168,172,83,50,10,0,8870,13,911,6,7,428,483
"G2100370","1840","Kentucky","210","Campbell","0370","Campbell",0,1,1,0,1,0,0,0,1,0,0,0,44,53,16,18,6,0,45,53,29,20,5,0,4921,4,289,3,1,137,152
"G2100410","1840","Kentucky","210","Carroll","0410","Carroll",4,1,0,3,5,0,2,2,0,0,6,0,141,126,61,25,15,1,137,119,55,34,17,0,3212,23,731,13,10,369,362
"G2100430","1840","Kentucky","210","Carter","0430","Carter",2,0,3,0,0,0,2,0,1,0,0,0,41,24,15,12,1,0,41,23,17,10,2,0,2711,8,186,5,3,93,93
"G2100450","1840","Kentucky","210","Casey","0450","Casey",8,6,0,0,1,0,9,6,3,2,2,0,95,92,43,22,8,0,79,100,45,36,11,0,4371,37,531,15,22,260,271
"G2100470","1840","Kentucky","210","Christian","0470","Christian",14,10,7,14,11,1,10,7,6,11,7,1,1108,1019,505,287,81,2,1119,946,521,305,103,1,9491,99,5997,57,42,3002,2995
"G2100490","1840","Kentucky","210","Clark","0490","Clark",19,21,8,13,13,0,19,18,7,11,16,0,693,636,304,205,48,0,740,653,312,236,73,2,6755,145,3902,74,71,1886,2016
"G2100510","1840","Kentucky","210","Clay","0510","Clay",32,21,11,9,2,0,33,20,11,10,1,0,75,88,78,58,3,0,67,62,44,27,1,0,3954,150,503,75,75,302,201
"G2100530","1840","Kentucky","210","Clinton","0530","Clinton",0,0,0,1,0,0,0,0,0,0,0,0,31,31,13,11,1,0,34,30,20,12,5,0,3674,1,188,1,0,87,101
"G2100570","1840","Kentucky","210","Cumberland","0570","Cumberland",4,5,2,3,2,0,4,4,2,2,6,0,268,251,128,89,16,2,285,234,126,56,30,0,4571,34,1485,16,18,754,731
"G2100590","1840","Kentucky","210","Daviess","0590","Daviess",7,3,3,4,4,0,8,4,2,6,3,0,329,356,158,107,26,0,358,324,159,118,25,0,6327,44,1960,21,23,976,984
"G2100610","1840","Kentucky","210","Edmonson","0610","Edmonson",0,0,0,0,1,0,0,0,0,0,0,0,69,58,36,9,7,0,62,45,29,17,2,0,2579,1,334,1,0,179,155
"G2100650","1840","Kentucky","210","Estill","0650","Estill",5,0,0,0,0,0,7,1,2,2,0,0,86,107,78,26,5,0,91,94,41,24,6,0,4960,17,558,5,12,302,256
"G2100670","1840","Kentucky","210","Fayette","0670","Fayette",78,52,40,66,62,0,68,50,41,70,72,0,1754,1913,1214,645,166,1,1793,1573,844,632,173,2,10885,599,10710,298,301,5693,5017
"G2100690","1840","Kentucky","210","Fleming","0690","Fleming",18,9,4,16,11,0,20,10,7,14,9,0,409,352,100,79,20,1,375,353,169,112,22,0,11158,118,1992,58,60,961,1031
"G2100710","1840","Kentucky","210","Floyd","0710","Floyd",5,2,1,3,0,0,1,1,1,1,0,0,32,34,16,3,1,0,38,35,14,10,1,0,6103,15,184,11,4,86,98
"G2100730","1840","Kentucky","210","Franklin","0730","Franklin",21,24,19,23,26,0,26,30,13,21,30,1,453,441,273,164,48,0,467,483,292,186,42,0,6337,234,2849,113,121,1379,1470
"G2100770","1840","Kentucky","210","Gallatin","0770","Gallatin",6,5,3,5,4,0,6,2,2,1,4,0,118,97,49,24,9,0,104,111,50,25,17,0,3361,38,604,23,15,297,307
"G2100790","1840","Kentucky","210","Garrard","0790","Garrard",11,7,6,6,11,0,11,9,7,11,7,1,640,574,237,156,53,0,591,542,259,160,70,1,7110,87,3283,41,46,1660,1623
"G2100810","1840","Kentucky","210","Grant","0810","Grant",0,1,0,0,2,0,0,0,0,2,1,0,64,70,29,9,4,0,55,70,24,19,4,0,3838,6,348,3,3,176,172
"G2100830","1840","Kentucky","210","Graves","0830","Graves",0,0,0,0,1,0,0,2,0,0,1,0,133,141,58,27,5,0,157,179,73,29,15,0,6644,4,817,1,3,364,453
"G2100850","1840","Kentucky","210","Grayson","0850","Grayson",0,0,0,0,0,0,0,0,0,0,0,0,33,47,16,5,1,0,32,33,16,14,2,0,4262,0,199,0,0,102,97
"G2100870","1840","Kentucky","210","Green","0870","Green",26,22,7,8,8,0,11,9,9,7,12,0,687,625,301,186,63,0,767,611,312,203,74,1,10263,119,3830,71,48,1862,1968
"G2100890","1840","Kentucky","210","Greenup","0890","Greenup",11,6,3,9,9,0,13,2,2,5,4,0,146,117,53,36,14,0,159,127,57,38,7,0,5479,64,754,38,26,366,388
"G2100910","1840","Kentucky","210","Hancock","0910","Hancock",0,0,1,1,1,0,0,0,0,0,0,0,109,93,32,22,12,0,101,88,49,24,9,0,2039,3,539,3,0,268,271
"G2100930","1840","Kentucky","210","Hardin","0930","Hardin",7,4,3,5,3,0,5,9,3,5,2,0,466,448,194,102,30,4,430,447,214,116,31,0,13829,46,2482,22,24,1244,1238
"G2100950","1840","Kentucky","210","Harlan","0950","Harlan",2,1,0,1,1,0,0,1,0,1,1,0,12,9,3,3,2,0,15,19,11,5,0,0,2928,8,79,5,3,29,50
"G2100970","1840","Kentucky","210","Harrison","0970","Harrison",10,13,4,15,10,2,6,3,9,4,17,0,637,628,279,173,55,1,581,544,285,162,38,1,8995,93,3384,54,39,1773,1611
"G2100990","1840","Kentucky","210","Hart","0990","Hart",5,8,2,5,3,0,7,5,2,4,2,1,178,193,73,53,8,0,192,166,81,45,20,0,5978,44,1009,23,21,505,504
"G2101010","1840","Kentucky","210","Henderson","1010","Henderson",4,8,8,6,6,0,1,4,3,3,5,0,591,576,288,157,78,1,576,528,283,176,65,0,6181,48,3319,32,16,1691,1628
"G2101030","1840","Kentucky","210","Henry","1030","Henry",4,3,1,1,4,0,2,4,4,1,5,0,413,445,182,104,35,0,398,431,181,116,44,0,7637,29,2349,13,16,1179,1170
"G2101050","1840","Kentucky","210","Hickman","1050","Hickman",0,1,2,0,2,0,0,1,0,1,1,0,301,292,118,56,20,0,284,314,137,80,13,0,7345,8,1615,5,3,787,828
"G2101070","1840","Kentucky","210","Hopkins","1070","Hopkins",3,4,4,3,0,1,2,6,3,3,1,1,340,287,113,60,25,0,334,296,140,96,32,0,7417,31,1723,15,16,825,898
"G2101110","1840","Kentucky","210","Jefferson","1110","Jefferson",97,84,74,87,39,1,94,80,86,89,32,0,1232,1442,766,569,155,0,1328,1605,813,545,141,0,26987,763,8596,382,381,4164,4432
"G2101130","1840","Kentucky","210","Jessamine","1130","Jessamine",15,11,11,17,20,0,16,18,6,16,14,0,649,636,286,191,53,1,647,529,257,173,50,0,5780,144,3472,74,70,1816,1656
"G2101170","1840","Kentucky","210","Kenton","1170","Kenton",2,2,6,0,7,0,0,5,2,8,2,0,117,145,44,33,15,0,128,132,78,40,19,0,7031,34,751,17,17,354,397
"G2101210","1840","Kentucky","210","Knox","1210","Knox",43,24,10,4,2,0,33,17,15,11,5,0,86,91,36,32,5,1,103,97,50,27,8,0,5022,164,536,83,81,251,285
"G2101250","1840","Kentucky","210","Laurel","1250","Laurel",0,2,1,1,0,0,0,0,0,1,1,0,18,11,10,6,1,0,25,15,14,7,2,0,2964,6,109,4,2,46,63
"G2101270","1840","Kentucky","210","Lawrence","1270","Lawrence",0,0,0,0,1,0,0,0,0,0,0,0,19,15,0,2,1,0,14,17,7,0,2,0,4652,1,77,1,0,37,40
"G2101350","1840","Kentucky","210","Lewis","1350","Lewis",4,4,2,3,1,0,3,7,1,2,0,0,52,71,32,21,14,0,68,73,41,25,8,1,5873,27,406,14,13,190,216
"G2101370","1840","Kentucky","210","Lincoln","1370","Lincoln",24,14,17,14,9,0,26,15,14,12,10,0,590,609,273,179,73,1,613,597,230,218,66,1,6582,155,3450,78,77,1725,1725
