GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A00AA1790,A00AA1800,A00AA1810,A00AA1820,A00AA1830,A00AA1840,A00AA1850,A00AA1860,A00AA1870,A00AA1880,A00AA1890,A00AA1900,A00AA1910,A00AA1920,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010
"G1300650","Georgia","130","Clinch County","0650",,,,,,,637,3063,3945,4138,6652,8732,8424,7984,7015,6437,6007,6545,6405,6660,6160,6878,6798
"G1300670","Georgia","130","Cobb County","0670",,,,,,7539,13843,14242,13814,20748,22286,24664,28397,30437,35408,38272,61830,114174,196793,297718,447745,607751,688078
"G1300690","Georgia","130","Coffee County","0690",,,,,,,,2879,3192,5070,10483,16169,21953,18653,19739,21541,23961,21953,22828,26894,29592,37413,42356
"G1300710","Georgia","130","Colquitt County","0710",,,,,,,,1316,1654,2527,4794,13636,19789,29332,30622,33012,33999,34048,32200,35376,36645,42053,45498
"G1300730","Georgia","130","Columbia County","0730",,8345,11242,12695,12606,11356,11961,11860,13529,10465,11281,10653,12328,11718,8793,9433,9525,13423,22327,40118,66031,89288,124053
"G1300750","Georgia","130","Cook County","0750",,,,,,,,,,,,,,11180,11311,11919,12201,11822,12129,13490,13456,15771,17212
"G1300770","Georgia","130","Coweta County","0770",,,,,5003,10364,13635,14703,15875,21109,22354,24980,28800,29047,25127,26972,27786,28893,32310,39268,53853,89215,127317
"G1300790","Georgia","130","Crawford County","0790",,,,,5313,7981,8984,7693,7557,8656,9315,10368,8310,8893,7020,7128,6080,5816,5748,7684,8991,12495,12630
"G1300810","Georgia","130","Crisp County","0810",,,,,,,,,,,,,16423,18914,17343,17540,17663,17768,18087,19489,20011,21996,23439
"G1300830","Georgia","130","Dade County","0830",,,,,,1364,2680,3069,3033,4702,5707,4578,4139,3918,4146,5894,7364,8666,9910,12318,13147,15154,16633
"G1300850","Georgia","130","Dawson County","0850",,,,,,,,3856,4369,5837,5612,5442,4686,4204,3502,4479,3712,3590,3639,4774,9429,15999,22330
"G1300870","Georgia","130","Decatur County","0870",,,,,3854,5872,8262,11922,15183,19072,19949,29454,29045,31785,23622,22234,23620,25203,22310,25495,25511,28240,27842
"G1300890","Georgia","130","DeKalb County","0890",,,,,10042,10467,14328,7806,10014,14497,17189,21112,27881,44051,70278,86942,136395,256782,415387,483024,545837,665865,691893
"G1300910","Georgia","130","Dodge County","0910",,,,,,,,,,5358,11452,13975,20127,22540,21599,21022,17865,16483,15658,16955,17607,19171,21796
"G1300930","Georgia","130","Dooly County","0930",,,,,2135,4427,8361,8917,9790,12420,18146,26567,20554,20522,18025,16886,14159,11474,10404,10826,9901,11525,14918
"G1300950","Georgia","130","Dougherty County","0950",,,,,,,,8295,11517,12622,12206,13679,16035,20063,22306,28565,43617,75680,89639,100718,96311,96065,94565
"G1300970","Georgia","130","Douglas County","0970",,,,,,,,,,6934,7794,8745,8953,10477,9461,10053,12173,16741,28659,54573,71120,92174,132403
"G1300990","Georgia","130","Early County","0990",,,,768,2051,5444,7246,6149,6998,7611,9792,14828,18122,18983,18273,18679,17413,13151,12682,13158,11854,12354,11008
"G1301010","Georgia","130","Echols County","1010",,,,,,,,1491,1978,2553,3079,3209,3309,3313,2744,2964,2494,1876,1924,2297,2334,3754,4034
"G1301030","Georgia","130","Effingham County","1030",2424,2072,2586,3018,2924,3075,3864,4755,4214,5979,5599,8334,9971,9985,10164,9646,9133,10144,13632,18327,25687,37535,52250
"G1301050","Georgia","130","Elbert County","1050",,10094,12156,11788,12354,11125,12959,10433,9249,12957,15376,19729,24125,23905,18485,19618,18585,17835,17262,18758,18949,20511,20166
"G1301070","Georgia","130","Emanuel County","1070",,,,2928,2673,3129,4577,5081,6134,9759,14703,21279,25140,25862,24101,23517,19789,17815,18189,20795,20546,21837,22598
"G1301090","Georgia","130","Evans County","1090",,,,,,,,,,,,,,6594,7102,7401,6653,6952,7290,8428,8724,10495,11000
"G1301110","Georgia","130","Fannin County","1110",,,,,,,,5139,5429,7245,8724,11214,12574,12103,12969,14752,15192,13620,13357,14748,15992,19798,23682
"G1301130","Georgia","130","Fayette County","1130",,,,,5504,6191,8709,7047,8221,8605,8728,10114,10966,11396,8665,8170,7978,8199,11364,29043,62415,91263,106567
"G1301150","Georgia","130","Floyd County","1150",,,,,,4441,8205,15195,17230,24418,28391,33113,36736,39841,48667,56141,62899,69130,73742,79800,81251,90565,96317
"G1301170","Georgia","130","Forsyth County","1170",,,,,,5619,8850,7749,7983,10559,11155,11550,11940,11755,10624,11322,11005,12170,16928,27958,44083,98407,175511
"G1301190","Georgia","130","Franklin County","1190",1041,6859,10815,9040,10107,9886,11513,7393,7893,11453,14670,17700,17894,19957,15902,15612,14446,13274,12784,15185,16650,20285,22084
"G1301210","Georgia","130","Fulton County","1210",,,,,,,,14427,33446,49137,84655,117363,177733,232606,318587,392886,473572,556326,607592,589904,648951,816006,920581
"G1301230","Georgia","130","Gilmer County","1230",,,,,,2536,8440,6724,6644,8386,9074,10198,9237,8406,7344,9001,9963,8922,8956,11110,13368,23456,28292
"G1301250","Georgia","130","Glascock County","1250",,,,,,,,2437,2736,3577,3720,4516,4669,4192,4388,4547,3579,2672,2280,2382,2357,2556,3082
"G1301270","Georgia","130","Glynn County","1270",413,1874,3417,3418,4567,5302,4933,3889,5376,6497,13420,14317,15720,19370,19400,21920,29046,41954,50528,54981,62496,67568,79626
"G1301290","Georgia","130","Gordon County","1290",,,,,,,5984,10146,9268,11171,12758,14119,15861,17736,16846,18445,18922,19228,23570,30070,35072,44104,55186
"G1301310","Georgia","130","Grady County","1310",,,,,,,,,,,,,18457,20306,19200,19654,18928,18015,17826,19845,20279,23659,25011
"G1301330","Georgia","130","Greene County","1330",5405,10761,11679,13589,12549,11690,13068,12652,12454,17547,17051,16542,18512,18972,12616,13709,12843,11193,10212,11391,11793,14406,15994
"G1301350","Georgia","130","Gwinnett County","1350",,,,4589,13289,10804,11257,12940,12431,19531,19899,25585,28824,30327,27853,29087,32320,43541,72349,166903,352910,588448,805321
"G1301370","Georgia","130","Habersham County","1370",,,,3145,10671,7961,8895,5966,6322,8718,11573,13604,10134,10730,12748,14771,16553,18116,20691,25020,27621,35902,43041
"G1301390","Georgia","130","Hall County","1390",,,,5086,11748,7875,8713,9366,9607,15298,18047,20752,25730,26822,30313,34822,40113,49739,59405,75649,95428,139277,179684
"G1301410","Georgia","130","Hancock County","1410",,14456,13330,12734,11820,9659,11578,12044,11317,16989,17149,18277,19189,18357,13070,12764,11052,9979,9019,9466,8908,10076,9429
"G1301430","Georgia","130","Haralson County","1430",,,,,,,,3039,4004,5974,11316,11922,13514,14440,13263,14377,14663,14543,15927,18422,21966,25690,28780
"G1301450","Georgia","130","Harris County","1450",,,,,5105,13933,14721,13736,13284,15758,16797,18009,17886,15775,11140,11428,11265,11167,11520,15464,17788,23695,32024
"G1301470","Georgia","130","Hart County","1470",,,,,,,,6137,6783,9094,10887,14492,16216,17944,15174,15512,14495,15229,15814,18585,19712,22997,25213
"G1301490","Georgia","130","Heard County","1490",,,,,,5329,6923,7805,7866,8769,9557,11177,11189,11126,9102,8610,6975,5333,5354,6520,8628,11012,11834
"G1301510","Georgia","130","Henry County","1510",,,,,10566,11756,14726,10702,10102,14193,16220,18602,19927,20420,15924,15119,15857,17619,23724,36309,58741,119341,203922
"G1301530","Georgia","130","Houston County","1530",,,,,7369,9711,16450,15611,20406,22414,21613,22641,23609,21964,11280,11303,20964,39154,62924,77605,89208,110765,139900
"G1301550","Georgia","130","Irwin County","1550",,,,411,1180,2038,3334,1699,1837,2696,6316,13645,10461,12670,12199,12936,11973,9211,8036,8988,8649,9931,9538
"G1301570","Georgia","130","Jackson County","1570",,7736,10569,8355,9004,8522,9768,10605,11181,16297,19176,24039,30169,24654,21609,20089,18997,18499,21093,25343,30005,41589,60485
"G1301590","Georgia","130","Jasper County","1590",,,,14614,13131,11111,11486,10743,10439,11851,13879,15033,16552,16362,8594,8772,7473,6135,5760,7553,8453,11426,13900
"G1301610","Georgia","130","Jeff Davis County","1610",,,,,,,,,,,,,6050,7322,8118,8841,9299,8914,9425,11473,12032,12684,15068
"G1301630","Georgia","130","Jefferson County","1630",,5684,6111,7056,7309,7254,9131,10219,12190,15671,17213,18212,21379,22602,20727,20040,18855,17468,17174,18403,17408,17266,16930
"G1301650","Georgia","130","Jenkins County","1650",,,,,,,,,,,,,11520,14328,12908,11843,10264,9148,8332,8841,8247,8575,8340
"G1301670","Georgia","130","Johnson County","1670",,,,,,,,2919,2964,4800,6129,11409,12897,13546,12681,12953,9893,8048,7727,8660,8329,8560,9980
"G1301690","Georgia","130","Jones County","1690",,,8597,16570,13345,10065,10224,9107,9436,11613,12709,13358,13103,13269,8992,8331,7538,8468,12218,16579,20739,23639,28669
"G1301710","Georgia","130","Lamar County","1710",,,,,,,,,,,,,,,9745,10091,10242,10240,10688,12215,13038,15912,18317
"G1301730","Georgia","130","Lanier County","1730",,,,,,,,,,,,,,,5190,5632,5151,5097,5031,5654,5531,7241,10078
"G1301750","Georgia","130","Laurens County","1750",,,2210,5436,5589,5585,6442,6998,7834,10053,13747,25908,35501,39605,32693,33606,33123,32313,32738,36990,39988,44874,48434
"G1301770","Georgia","130","Lee County","1770",,,,,1680,4520,6660,7196,9567,10577,9074,10344,11679,10904,8328,7837,6674,6204,7044,11684,16250,24757,28298
"G1301790","Georgia","130","Liberty County","1790",5355,5313,6228,6695,7233,7241,7926,8367,7688,10649,12887,13093,12924,12707,8153,8595,8444,14487,17569,37583,52745,61610,63453
"G1301810","Georgia","130","Lincoln County","1810",,4766,4555,6458,6145,5895,5998,5466,5413,6412,6146,7156,8714,9739,7847,7042,6462,5906,5895,6716,7442,8348,7996
"G1301830","Georgia","130","Long County","1830",,,,,,,,,,,,,,,4180,4086,3598,3874,3746,4524,6202,10304,14464
"G1301850","Georgia","130","Lowndes County","1850",,,,,2453,5574,7714,5249,8321,11049,15102,20036,24436,26521,29994,31860,35211,49270,55112,67972,75981,92115,109233
"G1301870","Georgia","130","Lumpkin County","1870",,,,,,5671,8955,4626,5161,6526,6867,7433,5444,5240,4927,6223,6574,7241,8728,10762,14573,21016,29966
"G1301890","Georgia","130","McDuffie County","1890",,,,,,,,,,9449,8789,9804,10325,11509,9014,10878,11443,12627,15276,18546,20119,21231,21875
"G1301910","Georgia","130","McIntosh County","1910",,2660,3739,5129,4998,5360,6027,5546,4491,6241,6470,6537,6442,5119,5763,5292,6008,6364,7371,8046,8634,10847,14333
"G1301930","Georgia","130","Macon County","1930",,,,,,5045,7052,8449,11458,11675,13183,14093,15016,17667,16643,15947,14213,13170,12933,14003,13114,14074,14740
"G1301950","Georgia","130","Madison County","1950",,,,3735,4646,4510,5703,5933,5227,7978,11024,13224,16851,18803,14921,13431,12238,11246,13517,17747,21050,25730,28120
"G1301970","Georgia","130","Marion County","1970",,,,,1436,4812,10280,7390,8000,8598,7728,10080,9147,7604,6968,6954,6521,5477,5099,5297,5590,7144,8742
"G1301990","Georgia","130","Meriwether County","1990",,,,,4422,14132,16476,15330,13756,17651,20740,23339,25180,26168,22437,22055,21055,19756,19461,21229,22411,22534,21992
"G1302010","Georgia","130","Miller County","2010",,,,,,,,1791,3091,3720,4275,6319,7986,9565,9076,9998,9023,6908,6397,7038,6280,6383,6125
"G1302015","Georgia","130","Milton County","2015",,,,,,,,4602,4284,6261,6208,6763,7239,6885,6730,,,,,,,,
"G1302050","Georgia","130","Mitchell County","2050",,,,,,,,4308,6633,9392,10906,14767,22114,25588,23620,23261,22528,19652,18956,21114,20275,23932,23498
"G1302070","Georgia","130","Monroe County","2070",,,,,16202,16275,16985,15953,17213,18808,19137,20682,20450,20138,11606,10749,10523,10495,10991,14610,17113,21757,26424
"G1302090","Georgia","130","Montgomery County","2090",,3180,2954,1869,1269,1616,2154,2997,3586,5381,9248,16359,19638,9167,10020,9668,7901,6284,6099,7011,7163,8270,9123
"G1302110","Georgia","130","Morgan County","2110",,,8369,13520,12046,9121,10744,9997,10696,14032,16041,15813,19717,20143,12488,12713,11899,10280,9904,11572,12883,15457,17868
"G1302130","Georgia","130","Murray County","2130",,,,,,4695,14433,7083,6500,8269,8461,8623,9763,9490,9215,11137,10676,10447,12986,19685,26147,36506,39628
"G1302150","Georgia","130","Muscogee County","2150",,,,,3508,11699,18578,16584,16663,19322,27761,29836,36227,44195,57558,75494,118028,158623,167377,170108,179278,186291,189885
"G1302170","Georgia","130","Newton County","2170",,,,,11155,11628,13296,14320,14615,13623,14310,16734,18449,21680,17290,18576,20185,20999,26282,34489,41808,62001,99958
"G1302190","Georgia","130","Oconee County","2190",,,,,,,,,,6351,7713,8602,11104,11067,8082,7576,7009,6304,7915,12427,17618,26225,32808
"G1302210","Georgia","130","Oglethorpe County","2210",,9780,12297,14046,13618,10868,12259,11549,11782,15400,16951,17881,18680,20287,12927,12430,9958,7926,7598,8929,9763,12635,14899
"G1302230","Georgia","130","Paulding County","2230",,,,,,2556,7039,7038,7639,10887,11948,12969,14124,14025,12327,12832,11752,13101,17520,26110,41611,81678,142324
"G1302250","Georgia","130","Peach County","2250",,,,,,,,,,,,,,,10268,10378,11705,13846,15990,19151,21189,23668,27695
"G1302270","Georgia","130","Pickens County","2270",,,,,,,,4951,5317,6790,8182,8641,9041,8222,9687,9136,8855,8903,9620,11652,14432,22983,29431
"G1302290","Georgia","130","Pierce County","2290",,,,,,,,1973,2778,4538,6379,8100,10749,11934,12522,11800,11112,9678,9281,11897,13328,15636,18758
"G1302310","Georgia","130","Pike County","2310",,,,,6149,9176,14306,10078,10905,15849,16300,18761,19495,21212,10853,10375,8459,7138,7316,8937,10224,13688,17869
"G1302330","Georgia","130","Polk County","2330",,,,,,,,6295,7822,11952,14945,17856,20203,20357,25141,28467,30976,28015,29656,32386,33815,38127,41475
"G1302350","Georgia","130","Pulaski County","2350",,,2093,5283,4906,5389,6627,8744,11940,14058,16559,18489,22835,11587,9005,9829,8808,8204,8066,8950,8108,9588,12010
"G1302370","Georgia","130","Putnam County","2370",,,10029,15475,13261,10260,10794,10125,10461,14539,14842,13436,13876,15151,8367,8514,7731,7798,8394,10295,14137,18812,21218
"G1302390","Georgia","130","Quitman County","2390",,,,,,,,3499,4150,4392,4471,4701,4594,3417,3820,3435,3015,2432,2180,2357,2209,2598,2513
"G1302410","Georgia","130","Rabun County","2410",,,,524,2176,1912,2448,3271,3256,4634,5606,6285,5562,5746,6331,7821,7424,7456,8327,10466,11648,15050,16276
"G1302430","Georgia","130","Randolph County","2430",,,,,2191,8276,12868,9571,10561,13341,15267,16847,18841,16721,17174,16609,13804,11078,8734,9599,8023,7791,7719
"G1302435","Georgia","130","Randolph County (old)","2435",,,7573,,,,,,,,,,,,,,,,,,,,
"G1302450","Georgia","130","Richmond County","2450",11317,5475,6189,8608,11644,11932,16246,21284,25724,34665,45194,53735,58886,63692,72990,81863,108876,135601,162437,181629,189719,199775,200549
"G1302470","Georgia","130","Rockdale County","2470",,,,,,,,,,6838,6813,7515,8916,9521,7247,7724,8464,10572,18152,36747,54091,70111,85215
"G1302490","Georgia","130","Schley County","2490",,,,,,,,4633,5129,5302,5443,5499,5213,5243,5347,5033,4036,3256,3097,3433,3588,3766,5010
"G1302510","Georgia","130","Screven County","2510",,3019,4477,3941,4776,4794,6847,8274,9175,12786,14424,19252,20202,23552,20503,20353,18000,14919,12591,14043,13842,15374,14593
"G1302530","Georgia","130","Seminole County","2530",,,,,,,,,,,,,,,7389,8492,7904,6802,7059,9057,9010,9369,8729
"G1302550","Georgia","130","Spalding County","2550",,,,,,,,8699,10205,12585,13117,17619,19741,21908,23495,28427,31045,35404,39514,47899,54457,58417,64073
"G1302570","Georgia","130","Stephens County","2570",,,,,,,,,,,,,9728,11215,11740,12972,16647,18391,20331,21763,23257,25435,26175
"G1302590","Georgia","130","Stewart County","2590",,,,,,12933,16027,13422,14204,13998,15682,15856,13437,12089,11114,10603,9194,7371,6511,5896,5654,5252,6058
"G1302610","Georgia","130","Sumter County","2610",,,,,,5759,10322,9428,16559,18239,22107,26212,29092,29640,26800,24502,24208,24652,26931,29360,30228,33200,32819
"G1302630","Georgia","130","Talbot County","2630",,,,,5940,15627,16534,13616,11913,14115,13258,12197,11696,11158,8458,8141,7687,7127,6625,6536,6524,6498,6865
"G1302650","Georgia","130","Taliaferro County","2650",,,,,4934,5190,5146,4583,4796,7034,7291,7912,8766,8841,6172,6278,4515,3370,2423,2032,1915,2077,1717
"G1302670","Georgia","130","Tattnall County","2670",,,2206,2644,2040,2724,3227,4352,4860,6988,10253,20419,18569,14502,15411,16243,15939,15837,16557,18134,17722,22305,25520
"G1302690","Georgia","130","Taylor County","2690",,,,,,,,5998,7143,8597,8666,9846,10839,11473,10617,10768,9113,8311,7865,7902,7642,8815,8906
"G1302710","Georgia","130","Telfair County","2710",,,744,2104,2136,2763,3026,2713,3245,4828,5477,10083,13288,15291,14997,15145,13221,11715,11381,11445,11000,11794,16500
"G1302730","Georgia","130","Terrell County","2730",,,,,,,,6232,9053,10451,14503,19023,22003,19601,18290,16675,14314,12742,11416,12017,10653,10970,9315
"G1302750","Georgia","130","Thomas County","2750",,,,,3299,6766,10103,10766,14523,20597,26154,31076,29071,33044,32612,31289,33932,34319,34515,38098,38986,42737,44720
"G1302770","Georgia","130","Tift County","2770",,,,,,,,,,,,,11487,14493,16068,18599,22645,23487,27288,32862,34998,38407,40118
"G1302790","Georgia","130","Toombs County","2790",,,,,,,,,,,,,11206,13897,17165,16952,17382,16837,19151,22592,24072,26067,27223
"G1302810","Georgia","130","Towns County","2810",,,,,,,,2459,2780,3261,4064,4748,3932,3937,4346,4925,4803,4538,4565,5638,6754,9319,10471
"G1302830","Georgia","130","Treutlen County","2830",,,,,,,,,,,,,,7664,7488,7632,6522,5874,5647,6087,5994,6854,6885
"G1302850","Georgia","130","Troup County","2850",,,,,5799,15733,16879,16262,17632,20565,20723,24002,26228,36097,36752,43879,49841,47189,44466,50003,55536,58779,67044
"G1302870","Georgia","130","Turner County","2870",,,,,,,,,,,,,10075,12466,11196,10846,10479,8439,8790,9510,8703,9504,8930
"G1302890","Georgia","130","Twiggs County","2890",,,3405,10640,8031,8422,8179,8320,8545,8918,8195,8716,10736,10407,8372,9117,8308,7935,8222,9354,9806,10590,9023
"G1302910","Georgia","130","Union County","2910",,,,,,3152,7234,4413,5267,6431,7749,8481,6918,6455,6340,7680,7318,6510,6811,9390,11993,17289,21356
"G1302930","Georgia","130","Upson County","2930",,,,,7013,9408,9424,9910,9430,12400,12188,13670,12757,14786,19509,25064,25078,23800,23505,25998,26300,27597,27153
"G1302950","Georgia","130","Walker County","2950",,,,,,6572,13109,10082,9925,11056,13282,15661,18692,23370,26206,31024,38198,45264,50691,56470,58340,61053,68756
"G1302970","Georgia","130","Walton County","2970",,,1026,4192,10929,10209,10821,11074,11038,15622,17467,20942,25393,24216,21118,20777,20230,20481,23404,31211,38586,60687,83768
"G1302990","Georgia","130","Ware County","2990",,,,,1205,2323,3888,2200,2286,4159,8811,13761,22957,28361,26558,27929,30289,34219,33525,37180,35471,35483,36312
"G1303010","Georgia","130","Warren County","3010",,8329,8725,10630,10946,9789,12425,9820,10545,10885,10957,11463,11860,11828,11181,10236,8779,7360,6669,6583,6078,6336,5834
"G1303030","Georgia","130","Washington County","3030",4552,10300,9940,10627,9820,10565,11766,12698,15842,21964,25237,28227,28174,28147,25030,24230,21012,18903,17480,18842,19112,21176,21187
"G1303050","Georgia","130","Wayne County","3050",,,676,1010,963,1258,1499,2268,2177,5980,7485,9449,13069,14381,12647,13122,14248,17921,17858,20750,22356,26565,30099
"G1303070","Georgia","130","Webster County","3070",,,,,,,,5030,4677,5237,5695,6618,6151,5342,5032,4726,4081,3247,2362,2341,2263,2390,2799
"G1303090","Georgia","130","Wheeler County","3090",,,,,,,,,,,,,,9817,9149,8535,6712,5342,4596,5155,4903,6179,7421
"G1303110","Georgia","130","White County","3110",,,,,,,,3315,4606,5341,6151,5912,5110,6105,6056,6417,5951,6935,7742,10120,13006,19944,27144
"G1303130","Georgia","130","Whitfield County","3130",,,,,,,,10047,10117,11900,12916,14509,15934,16897,20808,26105,34432,42109,55108,65789,72462,83525,102599
"G1303150","Georgia","130","Wilcox County","3150",,,,,,,,2115,2439,3109,7980,11097,13486,15511,13439,12755,10167,7905,6998,7682,7008,8577,9255
"G1303170","Georgia","130","Wilkes County","3170",31500,13103,14887,17607,14237,10148,12107,11420,11796,15985,18081,20866,23441,24210,15944,15084,12388,10961,10184,10951,10597,10687,10593
"G1303190","Georgia","130","Wilkinson County","3190",,,2154,6992,6513,6842,8296,9376,9383,12061,10781,11440,10078,11376,10844,11025,9781,9250,9393,10368,10228,10220,9563
"G1303210","Georgia","130","Worth County","3210",,,,,,,,2763,3778,5892,10048,18664,19147,23863,21094,21374,19357,16682,14770,18064,19745,21967,21679
"G1500010","Hawaii","150","Hawaii County","0010",,,,,,,,,,,,,,,,,,61332,63468,92053,120317,148677,185079
"G1500030","Hawaii","150","Honolulu County","0030",,,,,,,,,,,,,,,,,,500409,629176,762565,836231,876156,953207
"G1500050","Hawaii","150","Kalawao County","0050",,,,,,,,,,,,,,,,,,279,,144,130,147,90
"G1500070","Hawaii","150","Kauai County","0070",,,,,,,,,,,,,,,,,,28176,29761,39082,51177,58463,67091
"G1500090","Hawaii","150","Maui County","0090",,,,,,,,,,,,,,,,,,42576,46156,70847,100374,128094,154834
"G1550015","Hawaii Territory","155","Hawaii County","0015",,,,,,,,,,,,46843,55382,64895,73325,73276,68350,,,,,,
"G1550035","Hawaii Territory","155","Honolulu County","0035",,,,,,,,,,,,,82028,123527,202923,258256,353020,,,,,,
"G1550055","Hawaii Territory","155","Kalawao County","0055",,,,,,,,,,,,,785,667,,,,,,,,,
"G1550075","Hawaii Territory","155","Kauai County","0075",,,,,,,,,,,,20562,23952,29438,35942,35818,29905,,,,,,
"G1550095","Hawaii Territory","155","Maui County","0095",,,,,,,,,,,,25416,29762,37385,56146,55980,48519,,,,,,
"G1550115","Hawaii Territory","155","Molokai County","0115",,,,,,,,,,,,2504,,,,,,,,,,,
"G1550135","Hawaii Territory","155","Niihau County","0135",,,,,,,,,,,,172,,,,,,,,,,,
"G1550155","Hawaii Territory","155","Oahu County","0155",,,,,,,,,,,,58504,,,,,,,,,,,
"G1600010","Idaho","160","Ada County","0010",,,,,,,,,,,8368,11559,29088,35213,37925,50401,70649,93460,112230,173036,205775,300904,392365
"G1600030","Idaho","160","Adams County","0030",,,,,,,,,,,,,,2966,2867,3407,3347,2978,2877,3347,3254,3476,3976
"G1600035","Idaho","160","Alturas County","0035",,,,,,,,,,,2629,,,,,,,,,,,,
"G1600050","Idaho","160","Bannock County","0050",,,,,,,,,,,,11702,19242,27532,31266,34759,41745,49342,52200,65421,66026,75565,82839
"G1600070","Idaho","160","Bear Lake County","0070",,,,,,,,,,,6057,7051,7729,8783,7872,7911,6834,7148,5801,6931,6084,6411,5986
"G1600090","Idaho","160","Benewah County","0090",,,,,,,,,,,,,,6997,6371,7332,6173,6036,6230,8292,7937,9171,9285
"G1600110","Idaho","160","Bingham County","0110",,,,,,,,,,,13575,10447,23306,18310,18561,21044,23271,28218,29167,36489,37583,41735,45607
"G1600130","Idaho","160","Blaine County","0130",,,,,,,,,,,,4900,8387,4473,3768,5295,5384,4598,5749,9841,13552,18991,21376
"G1600150","Idaho","160","Boise County","0150",,,,,,,,,,,3342,4174,5250,1822,1847,2333,1776,1646,1763,2999,3509,6670,7028
"G1600170","Idaho","160","Bonner County","0170",,,,,,,,,,,,,13588,12957,13152,15667,14853,15587,15560,24163,26622,36835,40877
"G1600190","Idaho","160","Bonneville County","0190",,,,,,,,,,,,,,17501,19664,25697,30210,46906,51250,65980,72207,82522,104234
"G1600210","Idaho","160","Boundary County","0210",,,,,,,,,,,,,,4474,4555,5987,5908,5809,6371,7289,8332,9871,10972
"G1600230","Idaho","160","Butte County","0230",,,,,,,,,,,,,,2940,1934,1877,2722,3498,2925,3342,2918,2899,2891
"G1600250","Idaho","160","Camas County","0250",,,,,,,,,,,,,,1730,1411,1360,1079,917,728,818,727,991,1117
"G1600270","Idaho","160","Canyon County","0270",,,,,,,,,,,,7497,25323,26932,30930,40987,53597,57662,61288,83756,90076,131441,188923
"G1600290","Idaho","160","Caribou County","0290",,,,,,,,,,,,,,2191,2121,2284,5576,5976,6534,8695,6963,7304,6963
"G1600310","Idaho","160","Cassia County","0310",,,,,,,,,,,3143,3951,7197,15659,13116,14430,14629,16121,17017,19427,19532,21416,22952
"G1600330","Idaho","160","Clark County","0330",,,,,,,,,,,,,,1886,1122,1005,918,915,741,798,762,1022,982
"G1600335","Idaho","160","Clark-Fremont [multi-county reporting area]","0335",,,,,,,,,,,,,,,,,,,,,,,
"G1600350","Idaho","160","Clearwater County","0350",,,,,,,,,,,,,,4993,6599,8243,8217,8548,10871,10390,8505,8930,8761
"G1600370","Idaho","160","Custer County","0370",,,,,,,,,,,2176,2049,3001,3550,3162,3549,3318,2996,2967,3385,4133,4342,4368
"G1600390","Idaho","160","Elmore County","0390",,,,,,,,,,,1870,2286,4785,5087,4491,5518,6687,16719,17479,21565,21205,29130,27038
"G1600410","Idaho","160","Franklin County","0410",,,,,,,,,,,,,,8650,9379,10229,9867,8457,7373,8895,9232,11329,12786
"G1600430","Idaho","160","Fremont County","0430",,,,,,,,,,,,12821,24606,10380,9925,10304,9351,8679,8710,10813,10937,11819,13242
"G1600450","Idaho","160","Gem County","0450",,,,,,,,,,,,,,6427,7419,9544,8730,9127,9387,11972,11844,15181,16719
"G1600470","Idaho","160","Gooding County","0470",,,,,,,,,,,,,,7548,7580,9257,11101,9544,8645,11874,11633,14155,15464
"G1600490","Idaho","160","Idaho County","0490",,,,,,,,,,,2955,9121,12384,11749,10107,12691,11423,13542,12891,14769,13783,15511,16267
"G1600510","Idaho","160","Jefferson County","0510",,,,,,,,,,,,,,9441,9171,10762,10495,11672,11619,15304,16543,19155,26140
"G1600530","Idaho","160","Jerome County","0530",,,,,,,,,,,,,,5729,8358,9900,12080,11712,10253,14840,15138,18342,22374
"G1600550","Idaho","160","Kootenai County","0550",,,,,,,,,,,4108,10216,22747,17878,19469,22283,24947,29556,35332,59770,69795,108685,138494
"G1600570","Idaho","160","Latah County","0570",,,,,,,,,,,9173,13451,18818,18092,17798,18804,20971,21170,24891,28749,30617,34935,37244
"G1600590","Idaho","160","Lemhi County","0590",,,,,,,,,,,1915,3446,4786,5164,4643,6521,6278,5816,5566,7460,6899,7806,7936
"G1600610","Idaho","160","Lewis County","0610",,,,,,,,,,,,,,5851,5238,4666,4208,4423,3867,4118,3516,3747,3821
"G1600630","Idaho","160","Lincoln County","0630",,,,,,,,,,,,1784,12676,3446,3242,4230,4256,3686,3057,3436,3308,4044,5208
"G1600635","Idaho","160","Logan County","0635",,,,,,,,,,,4169,,,,,,,,,,,,
"G1600650","Idaho","160","Madison County","0650",,,,,,,,,,,,,,9167,8316,9186,9156,9417,13452,19480,23674,27467,37536
"G1600670","Idaho","160","Minidoka County","0670",,,,,,,,,,,,,,9035,8403,9870,9785,14394,15731,19718,19361,20174,20069
"G1600690","Idaho","160","Nez Perce County","0690",,,,,,,,,,,2847,13748,24860,15253,17591,18873,22658,27066,30376,33220,33754,37410,39265
"G1600710","Idaho","160","Oneida County","0710",,,,,,,,,,,6819,8933,15170,6723,5870,5417,4387,3603,2864,3258,3492,4125,4286
"G1600730","Idaho","160","Owyhee County","0730",,,,,,,,,,,2021,3804,4044,4694,4103,5652,6307,6375,6422,8272,8392,10644,11526
