GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A00AA1790,A00AA1800,A00AA1810,A00AA1820,A00AA1830,A00AA1840,A00AA1850,A00AA1860,A00AA1870,A00AA1880,A00AA1890,A00AA1900,A00AA1910,A00AA1920,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010
"G5300710","Washington","530","Walla Walla County","0710",,,,,,,,,,,12224,18680,31931,27539,28441,30547,40135,42195,42176,47435,48439,55180,58781
"G5300730","Washington","530","Whatcom County","0730",,,,,,,,,,,18591,24116,49511,50600,59128,60355,66733,70317,81950,106701,127780,166814,201140
"G5300750","Washington","530","Whitman County","0750",,,,,,,,,,,19109,25360,33280,31323,28014,27221,32469,31263,37900,40103,38775,40740,44776
"G5300770","Washington","530","Yakima County","0770",,,,,,,,,,,4429,13462,41709,63710,77402,99019,135723,145112,144971,172508,188823,222581,243231
"G5309015","Washington","530","Colville Indian Reservation","9015",,,,,,,,,,,,,,,,,,,,,,,
"G5309035","Washington","530","Lummi Indian Reservation","9035",,,,,,,,,,,,,,,,,,,,,,,
"G5309055","Washington","530","Makah Indian Reservation","9055",,,,,,,,,,,,,,,,,,,,,,,
"G5309075","Washington","530","Muckleshoot Indian Reservation","9075",,,,,,,,,,,,,,,,,,,,,,,
"G5309095","Washington","530","Queniult Indian Reservation","9095",,,,,,,,,,,,,,,,,,,,,,,
"G5309115","Washington","530","Swinomish Indian Reservation","9115",,,,,,,,,,,,,,,,,,,,,,,
"G5309135","Washington","530","Tulalip Indian Reservation","9135",,,,,,,,,,,,,,,,,,,,,,,
"G5309155","Washington","530","Yakima Indian Reservation","9155",,,,,,,,,,,,,,,,,,,,,,,
"G5350015","Washington Territory","535","Chihallis County","0015",,,,,,,,285,401,921,,,,,,,,,,,,,
"G5350035","Washington Territory","535","Clallam County","0035",,,,,,,,149,408,638,,,,,,,,,,,,,
"G5350055","Washington Territory","535","Clark County","0055",,,,,,,,2384,3081,5490,,,,,,,,,,,,,
"G5350075","Washington Territory","535","Columbia County","0075",,,,,,,,,,7103,,,,,,,,,,,,,
"G5350095","Washington Territory","535","Cowlitz County","0095",,,,,,,,406,730,2062,,,,,,,,,,,,,
"G5350115","Washington Territory","535","Island County","0115",,,,,,,,294,626,1087,,,,,,,,,,,,,
"G5350135","Washington Territory","535","Jefferson County","0135",,,,,,,,531,1268,1712,,,,,,,,,,,,,
"G5350155","Washington Territory","535","King County","0155",,,,,,,,302,2120,6910,,,,,,,,,,,,,
"G5350175","Washington Territory","535","Kitsap County","0175",,,,,,,,544,866,1738,,,,,,,,,,,,,
"G5350195","Washington Territory","535","Klikatat County","0195",,,,,,,,230,329,4055,,,,,,,,,,,,,
"G5350215","Washington Territory","535","Lewis County","0215",,,,,,,,384,888,2600,,,,,,,,,,,,,
"G5350235","Washington Territory","535","Mason County","0235",,,,,,,,,289,639,,,,,,,,,,,,,
"G5350255","Washington Territory","535","Pacific County","0255",,,,,,,,420,738,1645,,,,,,,,,,,,,
"G5350275","Washington Territory","535","Pierce County","0275",,,,,,,,1115,1409,3319,,,,,,,,,,,,,
"G5350295","Washington Territory","535","The Disputed Islands","0295",,,,,,,,,554,,,,,,,,,,,,,,
"G5350315","Washington Territory","535","San Juan County","0315",,,,,,,,,,948,,,,,,,,,,,,,
"G5350355","Washington Territory","535","Skamania County","0355",,,,,,,,173,133,809,,,,,,,,,,,,,
"G5350375","Washington Territory","535","Sawamish County","0375",,,,,,,,162,,,,,,,,,,,,,,,
"G5350395","Washington Territory","535","Snohomish County","0395",,,,,,,,,599,1387,,,,,,,,,,,,,
"G5350415","Washington Territory","535","Spokane County","0415",,,,,,,,996,,4262,,,,,,,,,,,,,
"G5350435","Washington Territory","535","Stevens County","0435",,,,,,,,,734,1245,,,,,,,,,,,,,
"G5350455","Washington Territory","535","Thurston County","0455",,,,,,,,1507,2246,3270,,,,,,,,,,,,,
"G5350475","Washington Territory","535","Wahkiakum County","0475",,,,,,,,42,270,1598,,,,,,,,,,,,,
"G5350495","Washington Territory","535","Walla Walla County","0495",,,,,,,,1318,5300,8716,,,,,,,,,,,,,
"G5350515","Washington Territory","535","Whatcom County","0515",,,,,,,,352,534,3137,,,,,,,,,,,,,
"G5350535","Washington Territory","535","Whitman County","0535",,,,,,,,,,7014,,,,,,,,,,,,,
"G5350555","Washington Territory","535","Yakima County","0555",,,,,,,,,432,2811,,,,,,,,,,,,,
"G5400010","West Virginia","540","Barbour County","0010",,,,,,,,,10312,11870,12702,14198,15858,18028,18628,19869,19745,15474,14030,16639,15699,15557,16589
"G5400030","West Virginia","540","Berkeley County","0030",,,,,,,,,14900,17380,18702,19469,21999,24554,28030,29016,30359,33791,36356,46775,59253,75905,104169
"G5400050","West Virginia","540","Boone County","0050",,,,,,,,,4553,5824,6885,8194,10331,15319,24586,28556,33173,28764,25118,30447,25870,25535,24629
"G5400070","West Virginia","540","Braxton County","0070",,,,,,,,,6480,9787,13928,18904,23023,23973,22579,21658,18082,15152,12666,13894,12998,14702,14523
"G5400090","West Virginia","540","Brooke County","0090",,,,,,,,,5464,6013,6660,7219,11098,16527,24663,25513,26904,28940,29685,31117,26992,25447,24069
"G5400110","West Virginia","540","Cabell County","0110",,,,,,,,,6429,13744,23595,29252,46685,65746,90786,97459,108035,108202,106918,106835,96827,96784,96319
"G5400130","West Virginia","540","Calhoun County","0130",,,,,,,,,2939,6072,8155,10266,11258,10268,10866,12455,10259,7948,7046,8250,7885,7582,7627
"G5400150","West Virginia","540","Clay County","0150",,,,,,,,,2196,3460,4659,8248,10233,11486,13125,15206,14961,11942,9330,11265,9983,10330,9386
"G5400170","West Virginia","540","Doddridge County","0170",,,,,,,,,7076,10552,12183,13689,12672,11976,10488,10923,9026,6970,6389,7433,6994,7403,8202
"G5400190","West Virginia","540","Fayette County","0190",,,,,,,,,6647,11560,20542,31987,51903,60377,72050,80628,82443,61731,49332,57863,47952,47579,46039
"G5400210","West Virginia","540","Gilmer County","0210",,,,,,,,,4338,7108,9746,11762,11379,10668,10641,12046,9746,8050,7782,8334,7669,7160,8693
"G5400230","West Virginia","540","Grant County","0230",,,,,,,,,4467,5542,6802,7275,7838,8993,8441,8805,8756,8304,8607,10210,10428,11299,11937
"G5400250","West Virginia","540","Greenbrier County","0250",,,,,,,,,11417,15060,18034,20683,24833,26242,35878,38520,39295,34446,32090,37665,34693,34453,35480
"G5400270","West Virginia","540","Hampshire County","0270",,,,,,,,,7643,10366,11419,11806,11694,11713,11836,12974,12577,11705,11710,14867,16498,20203,23964
"G5400290","West Virginia","540","Hancock County","0290",,,,,,,,,4363,4882,6414,6693,10465,19975,28511,31572,34388,39615,39749,40418,35233,32667,30676
"G5400310","West Virginia","540","Hardy County","0310",,,,,,,,,5518,6794,7567,8449,9163,9601,9816,10813,10032,9308,8855,10030,10977,12669,14025
"G5400330","West Virginia","540","Harrison County","0330",,,,,,,,,16714,20181,21919,27690,48381,74793,78567,82911,85296,77856,73028,77710,69371,68652,69099
"G5400350","West Virginia","540","Jackson County","0350",,,,,,,,,10300,16312,19021,22987,20956,18658,16124,16598,15299,18541,20903,25794,25938,28000,29211
"G5400370","West Virginia","540","Jefferson County","0370",,,,,,,,,13219,15005,15553,15935,15889,15729,15780,16762,17184,18665,21280,30302,35926,42190,53498
"G5400390","West Virginia","540","Kanawha County","0390",,,,,,,,,22349,32466,42756,54696,81457,119650,157667,195619,239629,252925,229515,231414,207619,200073,193063
"G5400410","West Virginia","540","Lewis County","0410",,,,,,,,,10175,13269,15895,16980,18281,20455,21794,22271,21074,19711,17847,18813,17223,16919,16372
"G5400430","West Virginia","540","Lincoln County","0430",,,,,,,,,5053,8739,11246,15434,20491,19378,19156,22886,22466,20267,18912,23675,21382,22108,21720
"G5400450","West Virginia","540","Logan County","0450",,,,,,,,,5124,7329,11101,6955,14476,41006,58534,67768,77391,61570,46269,50679,43032,37710,36743
"G5400470","West Virginia","540","McDowell County","0470",,,,,,,,,1952,3074,7300,18747,47856,68571,90479,94354,98887,71359,50666,49899,35233,27329,22113
"G5400490","West Virginia","540","Marion County","0490",,,,,,,,,12107,17198,20721,32430,42794,54571,66655,68683,71521,63717,61356,65789,57249,56598,56418
"G5400510","West Virginia","540","Marshall County","0510",,,,,,,,,14941,18840,20735,26444,32388,33681,39831,40189,36893,38041,37598,41608,37356,35519,33107
"G5400530","West Virginia","540","Mason County","0530",,,,,,,,,15978,22293,22863,24142,23019,21459,20788,22270,23537,24459,24306,27045,25178,25957,27324
"G5400550","West Virginia","540","Mercer County","0550",,,,,,,,,7064,7467,16002,23023,38371,49558,61323,68289,75013,68206,63206,73942,64980,62980,62264
"G5400570","West Virginia","540","Mineral County","0570",,,,,,,,,6332,8630,12085,12883,16674,19849,20084,22215,22333,22354,23109,27234,26697,27078,28212
"G5400590","West Virginia","540","Mingo County","0590",,,,,,,,,,,,11359,19431,26364,38319,40802,47409,39742,32780,37336,33739,28253,26839
"G5400610","West Virginia","540","Monongalia County","0610",,,,,,,,,13547,14985,15705,19049,24334,33618,50083,51252,60797,55617,63714,75024,75509,81866,96189
"G5400630","West Virginia","540","Monroe County","0630",,,,,,,,,11124,11501,12429,13130,13055,13141,11949,13577,13123,11584,11272,12873,12406,14583,13502
"G5400650","West Virginia","540","Morgan County","0650",,,,,,,,,4315,5777,6744,7294,7848,8357,8406,8743,8276,8376,8547,10711,12128,14943,17541
"G5400670","West Virginia","540","Nicholas County","0670",,,,,,,,,4458,7223,9309,11403,17699,20717,20686,24070,27696,25414,22552,28126,26775,26562,26233
"G5400690","West Virginia","540","Ohio County","0690",,,,,,,,,28831,37457,41557,48024,57572,62892,72077,73115,71672,68437,64197,61389,50871,47427,44443
"G5400710","West Virginia","540","Pendleton County","0710",,,,,,,,,6455,8022,8711,9167,9349,9652,9660,10884,9313,8093,7031,7910,8054,8196,7695
"G5400730","West Virginia","540","Pleasants County","0730",,,,,,,,,3012,6256,7539,9345,8074,7379,6545,6692,6369,7124,7274,8236,7546,7514,7605
"G5400750","West Virginia","540","Pocahontas County","0750",,,,,,,,,4069,5591,6814,8572,14740,15002,14555,13906,12480,10136,8870,9919,9008,9131,8719
"G5400770","West Virginia","540","Preston County","0770",,,,,,,,,14555,19091,20355,22727,26341,27996,29043,30416,31399,27233,25455,30460,29037,29334,33520
"G5400790","West Virginia","540","Putnam County","0790",,,,,,,,,7794,11375,14342,17330,18587,17531,16737,19511,21021,23561,27625,38181,42835,51589,55486
"G5400810","West Virginia","540","Raleigh County","0810",,,,,,,,,3673,7367,9597,12436,25633,42482,68072,86687,96273,77826,70080,86821,76819,79220,78859
"G5400830","West Virginia","540","Randolph County","0830",,,,,,,,,5563,8102,11633,17670,26028,26804,25049,30259,30558,26349,24596,28734,27803,28262,29405
"G5400850","West Virginia","540","Ritchie County","0850",,,,,,,,,9055,13474,16621,18901,17875,16506,15594,15389,12535,10877,10145,11442,10233,10343,10449
"G5400870","West Virginia","540","Roane County","0870",,,,,,,,,7232,12184,15303,19852,21543,20129,19478,20787,18408,15720,14111,15952,15120,15446,14926
"G5400890","West Virginia","540","Summers County","0890",,,,,,,,,,9033,13117,16265,18420,19092,20468,20409,19183,15640,13213,15875,14204,12999,13927
"G5400910","West Virginia","540","Taylor County","0910",,,,,,,,,9367,11455,12147,14978,16554,18742,19114,19919,18422,15010,13878,16584,15144,16089,16895
"G5400930","West Virginia","540","Tucker County","0930",,,,,,,,,1907,3151,6459,13433,18675,16791,13374,13173,10600,7750,7447,8675,7728,7321,7141
"G5400950","West Virginia","540","Tyler County","0950",,,,,,,,,7832,11073,11962,18252,16211,14186,12785,12559,10535,10026,9929,11320,9796,9592,9208
"G5400970","West Virginia","540","Upshur County","0970",,,,,,,,,8023,10249,12714,14696,16629,17851,17944,18360,19242,18292,19092,23427,22867,23404,24254
"G5400990","West Virginia","540","Wayne County","0990",,,,,,,,,7852,14739,18652,23619,24081,26012,31206,35566,38696,38977,37581,46021,41636,42903,42481
"G5401010","West Virginia","540","Webster County","1010",,,,,,,,,1730,3207,4783,8862,9680,11562,14216,18080,17888,13719,9809,12245,10729,9719,9154
"G5401030","West Virginia","540","Wetzel County","1030",,,,,,,,,8595,13896,16841,22880,23855,23069,22334,22342,20154,19347,20314,21874,19258,17693,16583
"G5401050","West Virginia","540","Wirt County","1050",,,,,,,,,4804,7104,9411,10284,9047,7536,6358,6475,5119,4391,4154,4922,5192,5873,5717
"G5401070","West Virginia","540","Wood County","1070",,,,,,,,,19000,25006,28612,34452,38001,42306,56521,62399,66540,78331,86818,93648,86915,87986,86956
"G5401090","West Virginia","540","Wyoming County","1090",,,,,,,,,3171,4322,6247,8380,10392,15180,20926,29774,37540,34836,30095,35993,28990,25708,23796
"G5500010","Wisconsin","550","Adams County","0010",,,,,,,187,6492,6601,6741,6889,9141,8604,9287,8003,8449,7906,7566,9234,13457,15682,18643,20875
"G5500015","Wisconsin","550","Adams-Sauk [multi-county reporting area]","0015",,,,,,,,,,,,,,,,,,,,,,,
"G5500030","Wisconsin","550","Ashland County","0030",,,,,,,,515,221,1559,20063,20176,21965,24538,21054,21801,19461,17375,16743,16783,16307,16866,16157
"G5500035","Wisconsin","550","Bad Ax County","0035",,,,,,,,11007,,,,,,,,,,,,,,,
"G5500050","Wisconsin","550","Barron County","0050",,,,,,,,,538,7024,15416,23677,29114,34281,34301,34289,34703,34270,33955,38730,40750,44963,45870
"G5500070","Wisconsin","550","Bayfield County","0070",,,,,,,,,344,564,7390,14392,15987,17201,15006,15827,13760,11910,11683,13822,14008,15013,15014
"G5500090","Wisconsin","550","Brown County","0090",,,,,,,6215,11795,25168,34078,39164,46359,54098,61889,70249,83109,98314,125082,158244,175280,194594,226778,248007
"G5500110","Wisconsin","550","Buffalo County","0110",,,,,,,,3864,11123,15528,15997,16765,16006,15615,15330,16090,14719,14202,13743,14309,13584,13804,13587
"G5500130","Wisconsin","550","Burnett County","0130",,,,,,,,12,706,3140,4393,7478,9026,10735,10233,11382,10236,9214,9276,12340,13084,15674,15457
"G5500150","Wisconsin","550","Calumet County","0150",,,,,,,1743,7895,12335,16632,16639,17078,16701,17228,16848,17618,18840,22268,27604,30867,34291,40631,48971
"G5500170","Wisconsin","550","Chippewa County","0170",,,,,,,615,1895,8311,15491,25143,33037,32103,36482,37342,40703,42839,45096,47717,52127,52360,55195,62415
"G5500175","Wisconsin","550","Chippewa-Crawford [multi-county reporting area]","0175",,,,,,,,,,,,,,,,,,,,,,,
"G5500190","Wisconsin","550","Clark County","0190",,,,,,,,789,3450,10715,17708,25848,30074,35120,34165,33972,32459,31527,30361,32910,31647,33557,34690
"G5500210","Wisconsin","550","Columbia County","0210",,,,,,,9565,24441,28802,28065,28350,31121,31129,30468,30503,32517,34023,36708,40150,43222,45088,52468,56833
"G5500230","Wisconsin","550","Crawford County","0230",,,,,,,2498,8068,13075,15644,15987,17286,16288,16772,16781,18328,17652,16351,15252,16556,15940,17243,16644
"G5500235","Wisconsin","550","Dallas County","0235",,,,,,,,13,,,,,,,,,,,,,,,
"G5500250","Wisconsin","550","Dane County","0250",,,,,,,16639,43922,53096,53233,59578,69435,77435,89432,112737,130660,169357,222095,290272,323545,367085,426526,488073
"G5500270","Wisconsin","550","Dodge County","0270",,,,,,,19138,42818,47035,45931,44984,46631,47436,49742,52092,54280,57611,63170,69004,75064,76559,85897,88759
"G5500290","Wisconsin","550","Door County","0290",,,,,,,,2948,4919,11645,15682,17583,18711,19073,18182,19095,20870,20685,20106,25029,25690,27961,27785
"G5500310","Wisconsin","550","Douglas County","0310",,,,,,,,812,1122,655,13468,36335,47422,49771,46583,47119,46715,45008,44657,44421,41758,43287,44159
"G5500330","Wisconsin","550","Dunn County","0330",,,,,,,,2704,9488,16817,22664,25043,25260,26970,27037,27375,27341,26156,29154,34314,35909,39858,43857
"G5500350","Wisconsin","550","Eau Claire County","0350",,,,,,,,3162,10769,19993,30673,31692,32721,35771,41087,46999,54187,58300,67219,78805,85183,93142,98736
"G5500370","Wisconsin","550","Florence County","0370",,,,,,,,,,,2604,3197,3381,3602,3768,4177,3756,3437,3298,4172,4590,5088,4423
"G5500390","Wisconsin","550","Fond du Lac County","0390",,,,,,,14510,34154,46273,46859,44088,47589,51610,56119,59883,62353,67829,75085,84567,88964,90083,97296,101633
"G5500410","Wisconsin","550","Forest County","0410",,,,,,,,,,,1012,1396,6782,9850,11118,11805,9437,7542,7691,9044,8776,10024,9304
"G5500430","Wisconsin","550","Grant County","0430",,,,,,,16169,31189,37979,37852,36651,38881,39007,39044,38469,40639,41460,44419,48398,51736,49264,49597,51208
"G5500450","Wisconsin","550","Green County","0450",,,,,,,8566,19808,23611,21729,22732,22719,21641,21568,21870,23146,24172,25851,26714,30012,30339,33647,36842
"G5500470","Wisconsin","550","Green Lake County","0470",,,,,,,,12663,13195,14483,15163,15797,15491,14875,13913,14092,14749,15418,16878,18370,18651,19105,19051
"G5500490","Wisconsin","550","Iowa County","0490",,,,,,,9525,18967,24544,23628,22117,23114,22497,21504,20039,20595,19610,19631,19306,19802,20150,22780,23687
"G5500510","Wisconsin","550","Iron County","0510",,,,,,,,,,,,6616,8306,10261,9933,10049,8714,7830,6533,6730,6153,6861,5916
"G5500530","Wisconsin","550","Jackson County","0530",,,,,,,,4170,7687,13285,15797,17466,17075,17746,16468,16599,16073,15151,15325,16831,16588,19100,20449
"G5500550","Wisconsin","550","Jefferson County","0550",,,,,,,15317,30438,34040,32156,33530,34789,34306,35022,36785,38868,43069,50094,60060,66152,67783,74021,83686
"G5500570","Wisconsin","550","Juneau County","0570",,,,,,,,8770,12372,15582,17121,20629,19569,19209,17264,18708,18930,17490,18455,21039,21650,24316,26664
"G5500590","Wisconsin","550","Kenosha County","0590",,,,,,,10734,13900,13147,13550,15581,21707,32929,51284,63277,63505,75238,100615,117917,123137,128181,149577,166426
"G5500610","Wisconsin","550","Kewaunee County","0610",,,,,,,,5530,10128,15807,16153,17212,16784,16091,16037,16680,17366,18282,18961,19539,18878,20187,20574
"G5500630","Wisconsin","550","La Crosse County","0630",,,,,,,,12186,20297,27073,38801,42997,43996,44355,54455,59653,67587,72465,80468,91056,97904,107120,114638
"G5500650","Wisconsin","550","Lafayette County","0650",,,,,,,11531,18134,22659,21279,20265,20959,20075,20002,18649,18695,18137,18142,17456,17412,16076,16137,16836
"G5500670","Wisconsin","550","Langlade County","0670",,,,,,,,,,685,9465,12553,17062,21471,21544,23227,21975,19916,19220,19978,19505,20740,19977
"G5500675","Wisconsin","550","La Point County","0675",,,,,,,489,353,,,,,,,,,,,,,,,
"G5500690","Wisconsin","550","Lincoln County","0690",,,,,,,,,,2011,12008,16269,19064,21084,21072,22536,22235,22338,23499,26555,26993,29641,28743
"G5500710","Wisconsin","550","Manitowoc County","0710",,,,,,,3702,22416,33364,37505,37831,42261,44978,51644,58674,61617,67159,75215,82294,82918,80421,82887,81442
"G5500730","Wisconsin","550","Marathon County","0730",,,,,,,508,2892,5885,17121,30369,43256,55054,65259,70629,75915,80337,88874,97457,111270,115400,125834,134063
"G5500750","Wisconsin","550","Marinette County","0750",,,,,,,,,,8929,20304,30822,33812,34361,33530,36225,35748,34660,35810,39314,40548,43384,41749
"G5500770","Wisconsin","550","Marquette County","0770",,,,,,,8641,8233,8056,8908,9676,10509,10741,10443,9388,9097,8839,8516,8865,11672,12321,15832,15404
"G5500780","Wisconsin","550","Menominee County","0780",,,,,,,,,,,,,,,,,,,2607,3373,3890,4562,4232
